user	instance_id	displayed_text	Level-of-generality:::Finding B	Level-of-generality:::They are at the same level of generality	Level-of-generality:::Finding A	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_5	How satisfied do you feel about your experience participating in our study?:::scale_1	How satisfied do you feel about your experience participating in our study?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_2	How confident are you that you performed well in the task?:::scale_5	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_3	I carefully went over the examples and the instructions.:::Yes	Please feel free to leave any comments about our study (optional):::text_box
5f69fd9a2faf91025d6b3fc8	Experience.html	Experience							4						2				4						
5f69fd9a2faf91025d6b3fc8	Psychology_409	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: They showed that nine per cent of mammals are socially monogamous, including a few rodents, a number of primates, and some carnivores, like jackals, wolves, and meerkats. This study shows that paternal care usually evolved after monogamy was already present. This advance in understanding was, says Lukas, due to the volume of information they collected and the availability of genetic information that allowed the researchers to determine the sequence in which different traits evolved.""><b>Finding A:</b></span> This study shows that paternal care usually evolved after monogamy was already present.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Although paternal care and social monogamy are associated, an analysis of transitions suggests that male care is probably a consequence rather than a cause of the evolution of social monogamy. About half of all independent transitions to paternal care have occurred in instances where social monogamy was already established, whereas the evolution of paternal care occurred on the same branch as a transition to social monogamy in the other cases. Inferences from BayesTraits' models indicate that paternal care is a secondary adaptation, because transitions to social monogamy are inferred to occur first on branches where both traits evolved separately (lrt P = 0.002; table S2).""><b>Finding B:</b></span> About half of all independent transitions to paternal care have occurred in instances where social monogamy was already established, whereas the evolution of paternal care occurred on the same branch as a transition to social monogamy in the other cases."		3																					
5f69fd9a2faf91025d6b3fc8	Psychology_432	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: ""During wake, learning strengthens the synaptic connections throughout the brain, increasing the need for energy and saturating the brain with new information. Sleep allows the brain to reset, helping integrate, newly learned material with consolidated memories, so the brain can begin anew the next day."" In fact, the reason why we don't forget how to play the piano after a night's rest is because active circuits are damped down less than those that weren't actively involved in learning.""><b>Finding A:</b></span> Sleep allows the brain to reset, helping integrate, newly learned material with consolidated memories, so the brain can begin anew the next day.""<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Conversely, the cortical, semantic component of such memories would benefit from superposition and gist extraction, as is the case with nondeclarative memories, leading to an advantage for the signal at the expense of the noise in cortical circuits. Thus, the interactions between cortex and hippocampus during sleep are most likely bidirectional Diekelmann and Born, 2010; , with up states in the cortex activating the hippocampus in a feedforward manner, prompting the hippocampus itself to feedback on the cortex with sharp-wave ripple complexes. First, such models propose that sleep leads to a system-level transformation of memory representations and not just to a straightforward transfer from hippocampus to cortex.""><b>Finding B:</b></span> Thus, the interactions between cortex and hippocampus during sleep are most likely bidirectional Diekelmann and Born, 2010; , with up states in the cortex activating the hippocampus in a feedforward manner, prompting the hippocampus itself to feedback on the cortex with sharp-wave ripple complexes."		3																					
5f69fd9a2faf91025d6b3fc8	Psychology_142	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Support from one's partner can help -- but only if the smokers have developed skills of their own that help them to stop. Self-efficacy and support

The result: support from their partners is helpful to smokers who wish to stop and it increases their chances of success, provided that they have developed skills of their own that help them to abstain. Such support could involve their partner reminding them of their plan to quit as well as encouraging and supporting them in critical situations.""><b>Finding A:</b></span> Self-efficacy and support

The result: support from their partners is helpful to smokers who wish to stop and it increases their chances of success, provided that they have developed skills of their own that help them to abstain.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Similar results emerged in the second moderator analysis that predicted biochemically verified point prevalence at T2 (see Table 3 , first column). Again, the interaction of volitional self-efficacy and smoking-specific received social support was significant (p< .05, see Figure 2 ). The analysis of the region of significance by the Johnson Neyman technique showed that the simple slopes were significant only at levels of social support higher than 1.86 (p < .05).""><b>Finding B:</b></span> Again, the interaction of volitional self-efficacy and smoking-specific received social support was significant (p< .05, see Figure 2 )."		3																					
5f69fd9a2faf91025d6b3fc8	Psychology_tweet_92	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: A new study shows that Circumcision more than doubles the risk of autism... ""><b>Finding A:</b></span> A new study shows that Circumcision more than doubles the risk of autism... <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Our HR estimates for ASD are therefore most likely conservative. As with the missing circumcisions performed by religious circumcisers, such non-differential exposure misclassification will most likely produce conservative estimates of any real difference in ASD risk between circumcised and intact boys. Reassuringly, our robustness analysis in which we restricted the observation period to 1994-2003, when ritual circumcisions and ASD outcomes were covered, revealed a stronger association of ritual circumcision with ASD risk (HR ¼ 1.62) than in the main analysis (HR ¼ 1.46).""><b>Finding B:</b></span> As with the missing circumcisions performed by religious circumcisers, such non-differential exposure misclassification will most likely produce conservative estimates of any real difference in ASD risk between circumcised and intact boys."			1																				
5f69fd9a2faf91025d6b3fc8	Psychology_tweet_259	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Wealth in late life associated with dementia risk in England 
Pleased to see our paper published @username with Prof Andrew Steptoe @username Prof David Batty @username @username &amp; @username ""><b>Finding A:</b></span> Wealth in late life associated with dementia risk in England 
Pleased to see our paper published @username with Prof Andrew Steptoe @username Prof David Batty @username @username &amp; @username <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: In the cohort born between 1926 and 1943, the hazard of developing dementia was 1.68 times higher (hazard ratio [HR] = 1.68 [95% CI, 1.05-2.86]) for those in the lowest wealth quintile compared with those in the highest quintile, independent of education, index of multiple deprivation, and health indicators. Higher hazards were also observed for those in the second-highest quintile of index of multiple deprivation (HR = 1.62 [95% CI, 1.06-2.46]) compared with those in the lowest (least deprived) quintile. In an English nationally representative sample, the incidence of dementia appeared to be socioeconomically patterned primarily by the level of wealth.""><b>Finding B:</b></span> Higher hazards were also observed for those in the second-highest quintile of index of multiple deprivation (HR = 1.62 [95% CI, 1.06-2.46]) compared with those in the lowest (least deprived) quintile."			1																				
5f69fd9a2faf91025d6b3fc8	Psychology_tweet_20	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Research published in @username identifies brain functional connectivities associated with both sleep and depressive problems, holding great potential for the treatment of depression-related sleep issues. #depression #mentalhealth #brain #sleep ""><b>Finding A:</b></span> Research published in @username identifies brain functional connectivities associated with both sleep and depressive problems, holding great potential for the treatment of depression-related sleep issues. #depression #mentalhealth #brain #sleep <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: The brain areas with increased functional connectivity associated with both sleep and Depressive Problems scores included the lateral orbitofrontal cortex, dorsolateral prefrontal cortex, anterior and posterior cingulate cortices, insula, parahippocampal gyrus, hippocampus, amygdala, temporal cortex, and precuneus. A mediation analysis showed that these functional connectivities underlie the association of the Depressive Problems score with poor sleep quality (β = 0.0139; P < .001). CONCLUSIONS AND RELEVANCE The implication of these findings is that the increased functional connectivity between these brain regions provides a neural basis for the association between depression and poor sleep quality.""><b>Finding B:</b></span> A mediation analysis showed that these functional connectivities underlie the association of the Depressive Problems score with poor sleep quality (β = 0.0139; P < .001)."			1																				
5f69fd9a2faf91025d6b3fc8	Psychology_tweet_161	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Power of touch ✋️in relieving pain  ""><b>Finding A:</b></span> Power of touch ✋️in relieving pain  <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Moreover, tactile-induced analgesia 66 correlates with activations in brain areas related to multimodal neural activity 67 and emotional processes . The partner's touch may also enhance inter-partner brain synchronization in areas related to the pain matrix, a hypothesis that should be tested in future research using novel hyperscanning techniques 73 . The ACC appears to play a role in a variety of autonomic functions, such as regulating heart rate and blood pressure 76 .""><b>Finding B:</b></span> The partner's touch may also enhance inter-partner brain synchronization in areas related to the pain matrix, a hypothesis that should be tested in future research using novel hyperscanning techniques 73 ."			1																				
5f69fd9a2faf91025d6b3fc8	Psychology_tweet_60	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Recent @username paper with @username 
now available online! Head tilt is an action unit imposter -- a downwards head tilt increases perceptions of dominance by mimicking the appearance cues associated with corrugator (AU4) activation. 

""><b>Finding A:</b></span> Recent @username paper with @username 
now available online! Head tilt is an action unit imposter -- a downwards head tilt increases perceptions of dominance by mimicking the appearance cues associated with corrugator (AU4) activation. 

<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: The direct effect of head tilt on perceptions of dominance while controlling for eyebrow V-shape was significant but partially attenuated, b = .17, t = 3.26, p < .001, 95% CI: [.07 to .27]. Finally, the indirect effect of head tilt on perceptions of dominance via eyebrow V-shape was significant, b =.16, p < .01, 95% CI [.11 to .22]. Follow-up models outlining the a and b pathways while estimating additional random slopes and covariates, or using different analyses (e.g., repeated measures ANOVA), did not change the statistical significance or the direction of other pathways in the model (see Table 1 and SOM-U).""><b>Finding B:</b></span> Finally, the indirect effect of head tilt on perceptions of dominance via eyebrow V-shape was significant, b =.16, p < .01, 95% CI [.11 to .22]."			1																				
5f69fd9a2faf91025d6b3fc8	Psychology_441	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Interestingly, the study also showed that autonomy supportive approaches benefit employees irrespective of national culture--it is not just the way we like things to be in the West. But perhaps the most important aspect of the study was that it showed how autonomy support leads to positive outcomes in employees. The study suggests it helps employees satisfy three basic psychological needs--for autonomy, competence, and relatedness.""><b>Finding A:</b></span> But perhaps the most important aspect of the study was that it showed how autonomy support leads to positive outcomes in employees.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: In addition, a meta-analytic path analysis supported motivational processes that underlie LAS and its consequences in workplaces. Overall, our findings lend support for autonomy support as a leadership approach that is consistent with self-determination and optimal functioning in work settings. LAS is characterized by leaders who take interest in the perspectives of their employees, provide opportunities for choice and input, encourage self-initiation, and avoid the use of external rewards or sanctions to motivate behavior.""><b>Finding B:</b></span> Overall, our findings lend support for autonomy support as a leadership approach that is consistent with self-determination and optimal functioning in work settings."			1																				
5f69fd9a2faf91025d6b3fc8	Generalization Examples.html	Generalization Examples																						I carefully went over the examples and the instructions.:::Yes	
5f69fd9a2faf91025d6b3fc8	Psychology_27	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: For these teens, being popular was their highest goal, Allen said. According the study, by the time they reached the age of 22, the once-popular teens were perceived as less competent, and were more likely to have problems with drugs and alcohol. The teens' ""pseudomature behavior,"" as the researchers call it, ""predicted long-term difficulties in close relationships, as well as significant problems with alcohol and substance use, and elevated levels of criminal behavior,"" the study said.""><b>Finding A:</b></span> The teens' ""pseudomature behavior,"" as the researchers call it, ""predicted long-term difficulties in close relationships, as well as significant problems with alcohol and substance use, and elevated levels of criminal behavior,"" the study said.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Longitudinal results, however, supported the study's central hypothesis: Early adolescent pseudomature behavior predicted long-term difficulties in close relationships, as well as significant problems with alcohol and substance use, and elevated levels of criminal behavior. In contrast, teens can also gain the appearance of maturity in more benign, if still immature, ways. Each of these behaviorsminor deviance, a focus on physical appearance in choosing friends, and precocious romantic activityis clearly distinct, yet each shares in common the potential to provide a veneer of maturity to the early adolescent seeking to enhance status with his or her peers.""><b>Finding B:</b></span> Longitudinal results, however, supported the study's central hypothesis: Early adolescent pseudomature behavior predicted long-term difficulties in close relationships, as well as significant problems with alcohol and substance use, and elevated levels of criminal behavior."		3																					
5f69fd9a2faf91025d6b3fc8	Psychology_tweet_81	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: The antiepileptic levetiracetam reduces excess hippocampal activity and improves memory in patients with amnestic MCI ""><b>Finding A:</b></span> The antiepileptic levetiracetam reduces excess hippocampal activity and improves memory in patients with amnestic MCI <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Importantly, no evidence was found in this study to support a beneficial compensatory role in cognition for excess hippocampal activation. Instead, the data support the view that hippocampal overactivity contributes to symptomatic impairment in the MCI phase of disease (for review see Ewers et al., 2011) . The deleterious effect of hippocampal overactivity detected by fMRI is further supported by recent evidence of a distinctive gene expression profile underlying excessive hippocampal excitability in MCI patients.""><b>Finding B:</b></span> Instead, the data support the view that hippocampal overactivity contributes to symptomatic impairment in the MCI phase of disease (for review see Ewers et al., 2011) ."		3																					
610cfd6286acd76d66958ed4	Psychology_tweet_50	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Do we feel emotions in our bodies? ""><b>Finding A:</b></span> Do we feel emotions in our bodies? <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Statistical classifiers discriminated emotion-specific activation maps accurately, confirming independence of bodily topographies across emotions. We propose that consciously felt emotions are associated with culturally universal, topographically distinct bodily sensations that may support the categorical experience of different emotions. One-out linear discriminant analysis (LDA) classified each of the basic emotions and the neutral state against all of the other emotions with a mean accuracy of 72% (chance level 50%), whereas complete classification (discriminating all emotions from each other) was accomplished with a mean accuracy of 38% (chance level 14%) ( Fig.""><b>Finding B:</b></span> We propose that consciously felt emotions are associated with culturally universal, topographically distinct bodily sensations that may support the categorical experience of different emotions."		3																					
610cfd6286acd76d66958ed4	Psychology_tweet_120	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Thosewho were sociosexually unrestricted reported lower stress and greater overall emotional health after casual sex  ""><b>Finding A:</b></span> Thosewho were sociosexually unrestricted reported lower stress and greater overall emotional health after casual sex  <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: The critical interaction term was significant for all three assessed outcomes (all ps < .05). Simple slope analyses indicated that high-SOI participants who had casual sex over the academic year had higher self-esteem (B ¼ 0.14, SE ¼ 0.06, p ¼ .025) and marginally lower depression (B ¼ À0.12, SE ¼ 0.07, p ¼ .091) and anxiety (B ¼ À0.11, SE ¼ 0.06, p ¼ .086) than high-SOI participants who did not have casual sex (Figure 3) . Among low-SOI participants, those who had casual sex did not differ significantly from those who did not have casual sex on self-esteem (B ¼ À0.10, SE ¼ 0.07, p ¼ .168), depression (B ¼ 0.13, SE ¼ 0.08, p ¼ .104), or anxiety (B ¼ 0.11, SE ¼ 0.07, p ¼ .130).""><b>Finding B:</b></span> Simple slope analyses indicated that high-SOI participants who had casual sex over the academic year had higher self-esteem (B ¼ 0.14, SE ¼ 0.06, p ¼ .025) and marginally lower depression (B ¼ À0.12, SE ¼ 0.07, p ¼ .091) and anxiety (B ¼ À0.11, SE ¼ 0.06, p ¼ .086) than high-SOI participants who did not have casual sex (Figure 3) ."			1																				
610cfd6286acd76d66958ed4	Psychology_322	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: ""The main message from this study is that ophthalmologists should be more aware of the risks of developing dementia for people with these eye conditions and primary care doctors seeing patients with these eye conditions might be more careful on checking on possible dementia or memory loss,"" Lee explained in a university news release. Patients with age-related macular degeneration, diabetic retinopathy or glaucoma had a 40 to 50 percent greater risk of Alzheimer's disease than those without the eye conditions, the researchers said. ""What we found was not subtle,"" said Paul Crane, a professor of medicine at the university.""><b>Finding A:</b></span> Patients with age-related macular degeneration, diabetic retinopathy or glaucoma had a 40 to 50 percent greater risk of Alzheimer's disease than those without the eye conditions, the researchers said.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Restricting to probable AD (n 5 522) resulted in similar estimates for recent ( For all-cause dementia, glaucoma risks were attenuated though still non-null for recent diagnosis. Recent and established AMD and DR were associated with allcause dementia, and risks for DR were much larger (Supplementary Table 1 ). Models with non-AD dementia that treated AD as a competing risk confirmed the expected strong relationship between DR and non-AD dementia (Supplementary Table 1 ).""><b>Finding B:</b></span> Recent and established AMD and DR were associated with allcause dementia, and risks for DR were much larger (Supplementary Table 1 )."	2																						
610cfd6286acd76d66958ed4	test_question_testing_They are at the same level of generality	<b>Finding A:</b> Magnesium potentially has many health benefits.<br><b>Finding B:</b> This is a test question, please select They are at the same level of generality.		3																					
610cfd6286acd76d66958ed4	Psychology_1	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Regardless of background, the team explains, ""circumcised boys were more likely than intact boys to develop ASD before age 10 years."" What's more, ""risk was particularly high for infantile autism before age 5 years."" That number may be so low due to overwhelming beliefs that the practice equates to genital mutilation, while stateside it may be considered more comparable to dental braces.""><b>Finding A:</b></span> What's more, ""risk was particularly high for infantile autism before age 5 years.""<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Results: With a total of 4986 ASD cases, our study showed that regardless of cultural background circumcised boys were more likely than intact boys to develop ASD before age 10 years (HR ¼ 1.46; 95% CI: 1.11-1.93). Risk was particularly high for infantile autism before age five years (HR ¼ 2.06; 95% CI: 1.36-3.13). Circumcised boys in non-Muslim families were also more likely to develop hyperkinetic disorder (HR ¼ 1.81; 95% CI: 1.11-2.96).""><b>Finding B:</b></span> Risk was particularly high for infantile autism before age five years (HR ¼ 2.06; 95% CI: 1.36-3.13)."		3																					
610cfd6286acd76d66958ed4	Consent.html	Consent				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																	
610cfd6286acd76d66958ed4	Psychology_407	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: That is, participants rated downward-tilted heads as more dominant even when they could only see the eyes and eyebrows; this was not true when the rest of the face was visible and the eyes and eyebrows were obscured. Two more experiments indicated that the angle of the eyebrows drove this effect -- downward-tilted heads had eyebrows that appeared to take more of a V shape, even though the eyebrows had not moved from a neutral position, and this was associated with perceptions of dominance. ""In other words, tilting the head downward can have the same effect on social perceptions as does lowering one's eyebrows -- a movement made by the corrugator muscle, known as Action Unit 4 in the Facial Action Coding System -- but without any actual facial movement,"" say Witkower and Tracy.""><b>Finding A:</b></span> Two more experiments indicated that the angle of the eyebrows drove this effect -- downward-tilted heads had eyebrows that appeared to take more of a V shape, even though the eyebrows had not moved from a neutral position, and this was associated with perceptions of dominance.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: The direct effect of head tilt on perceptions of dominance while controlling for eyebrow V-shape was significant but partially attenuated, b = .17, t = 3.26, p < .001, 95% CI: [.07 to .27]. Finally, the indirect effect of head tilt on perceptions of dominance via eyebrow V-shape was significant, b =.16, p < .01, 95% CI [.11 to .22]. Follow-up models outlining the a and b pathways while estimating additional random slopes and covariates, or using different analyses (e.g., repeated measures ANOVA), did not change the statistical significance or the direction of other pathways in the model (see Table 1 and SOM-U).""><b>Finding B:</b></span> Finally, the indirect effect of head tilt on perceptions of dominance via eyebrow V-shape was significant, b =.16, p < .01, 95% CI [.11 to .22]."	2																						
610cfd6286acd76d66958ed4	Experience.html	Experience									5					5			4						
610cfd6286acd76d66958ed4	Psychology_25	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: In the brains of those living with depressive problems, they discovered a strong connection between the dorsolateral prefrontal cortex (associated with short-term memory), the precuneus (associated with the self), and the lateral orbitofrontal cortex (associated with negative emotion). The analysis showed that these functional connectivities underlie the relation between depressive problems and sleep quality. The researchers conclude that increased functional connectivity among these brain regions provides a neural basis for how depression is related to poor sleep quality.""><b>Finding A:</b></span> The analysis showed that these functional connectivities underlie the relation between depressive problems and sleep quality.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: The brain areas with increased functional connectivity associated with both sleep and Depressive Problems scores included the lateral orbitofrontal cortex, dorsolateral prefrontal cortex, anterior and posterior cingulate cortices, insula, parahippocampal gyrus, hippocampus, amygdala, temporal cortex, and precuneus. A mediation analysis showed that these functional connectivities underlie the association of the Depressive Problems score with poor sleep quality (β = 0.0139; P < .001). CONCLUSIONS AND RELEVANCE The implication of these findings is that the increased functional connectivity between these brain regions provides a neural basis for the association between depression and poor sleep quality.""><b>Finding B:</b></span> A mediation analysis showed that these functional connectivities underlie the association of the Depressive Problems score with poor sleep quality (β = 0.0139; P < .001)."			1																				
610cfd6286acd76d66958ed4	Psychology_410	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: The findings revealed that marijuana users showed significantly lower dopamine responses compared to healthy controls, according to personality tests and brain scans. ""Marijuana abusers show lower positive and higher negative emotionality scores than controls, which is consistent, on one hand, with lower reward sensitivity and motivation and, on the other hand, with increased stress reactivity and irritability,"" researchers wrote in the study. ""We found that marijuana abusers display attenuated dopamine (DA) responses to MP, including reduced decreases in striatal distribution volumes.""><b>Finding A:</b></span> ""Marijuana abusers show lower positive and higher negative emotionality scores than controls, which is consistent, on one hand, with lower reward sensitivity and motivation and, on the other hand, with increased stress reactivity and irritability,"" researchers wrote in the study.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: In marijuana abusers, DA responses in ventral striatum were also inversely correlated with addiction severity and craving. The attenuated responses to MP, including reduced decreases in striatal DVs, are consistent with decreased brain reactivity to the DA stimulation in marijuana abusers that might contribute to their negative emotionality (increased stress reactivity and irritability) and addictive behaviors. ).""><b>Finding B:</b></span> The attenuated responses to MP, including reduced decreases in striatal DVs, are consistent with decreased brain reactivity to the DA stimulation in marijuana abusers that might contribute to their negative emotionality (increased stress reactivity and irritability) and addictive behaviors."		3																					
610cfd6286acd76d66958ed4	Psychology_tweet_258	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: ""‘Working is healthy; it keeps you young"" Why older workers work beyond the retirement age - a qualitative study: ""><b>Finding A:</b></span> ""‘Working is healthy; it keeps you young"" Why older workers work beyond the retirement age - a qualitative study: <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Now I can save more money and I can spend it on travelling.' In the domain of purpose in life, the participants indicated three specific motives for remaining in the work force. You are not standing on the sideline, which is something what happens if you are ageing.""><b>Finding B:</b></span> In the domain of purpose in life, the participants indicated three specific motives for remaining in the work force."	2																						
610cfd6286acd76d66958ed4	Generalization Examples.html	Generalization Examples																						I carefully went over the examples and the instructions.:::Yes	
610cfd6286acd76d66958ed4	Psychology_444	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Those 18 patients had a much stronger immune response during treatment with interferon-alpha, with a doubling in the levels of immune system messenger molecules called interleukin-10 and interleukin-6, according to the report. Even before treatment started, levels of interleukin-10 were higher among the 18 patients who later developed long-term fatigue, suggesting the immune system may have been primed to overreact, the study authors explained. Yet, there was no difference before treatments between the groups in their levels of fatigue or in psychiatric symptoms, like depression or recent stressful events, the scientists noted.""><b>Finding A:</b></span> Even before treatment started, levels of interleukin-10 were higher among the 18 patients who later developed long-term fatigue, suggesting the immune system may have been primed to overreact, the study authors explained.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Of note, PF is not due to worse recovery from the effects of IFN-α treatment per se, since the changes in clinical symptoms over the sixmonths post-treatment reveal a similar rate of recovery in both the PF and the RF groups. Our study confirms and extends findings from previous longitudinal studies of post-infective fatigue syndrome, which have observed greater fatigue at initial presentation to clinics, around four weeks post-infection, in those who would go on to experience persistent fatigue VollmerConna et al., 2007) . Interestingly, by adding a 'baseline' assessment before IFN-α (i.e., equivalent to a hitherto unavailable fatigue measurement before the infection), our study shows that pre-treatment levels of fatigue are not a good predictor of the development of CFS in response to an immune challenge.""><b>Finding B:</b></span> Our study confirms and extends findings from previous longitudinal studies of post-infective fatigue syndrome, which have observed greater fatigue at initial presentation to clinics, around four weeks post-infection, in those who would go on to experience persistent fatigue VollmerConna et al., 2007) ."		3																					
610cfd6286acd76d66958ed4	Psychology_272	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: The more physiologically synchronized they were, the less pain she felt. ""It could be that touch is a tool for communicating empathy, resulting in an analgesic, or pain-killing, effect,"" said Goldstein. Further research is necessary to figure out precisely how a partner's touch eases pain.""><b>Finding A:</b></span> ""It could be that touch is a tool for communicating empathy, resulting in an analgesic, or pain-killing, effect,"" said Goldstein.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: This complicated physiological mechanism may underlie the observed coupling between the partners. It was demonstrated that warm touch can increase the levels of plasma oxytocin, and reduce stress 78 and depression 79 . Thus, future research should test the role of oxytocin in touch-related analgesia.""><b>Finding B:</b></span> It was demonstrated that warm touch can increase the levels of plasma oxytocin, and reduce stress 78 and depression 79 ."			1																				
610cfd6286acd76d66958ed4	Psychology_79	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: The analysis showed that these functional connectivities underlie the relation between depressive problems and sleep quality. The researchers conclude that increased functional connectivity among these brain regions provides a neural basis for how depression is related to poor sleep quality. ""This study may also have implications for a deeper understanding of depression,"" adds professor Edmund Rolls.""><b>Finding A:</b></span> The researchers conclude that increased functional connectivity among these brain regions provides a neural basis for how depression is related to poor sleep quality.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: These findings provides a neural basis for understanding how depression is associated with poor sleep quality, and this in turn has implications for treatment because of the brain areas identified. Areas in which functional connectivity was associated with depressive problems and their effects on sleep quality included the lateral orbitofrontal cortex, precuneus, and angular gyrus. 35 These findings support the theory that the nonreward system in the lateral orbitofrontal cortex has increased influence on areas in which the self is represented, which results in low self-esteem, with the increased connectivity to the prefrontal cortex short-term memory system contributing to the rumination symptoms characteristic of depression.""><b>Finding B:</b></span> Areas in which functional connectivity was associated with depressive problems and their effects on sleep quality included the lateral orbitofrontal cortex, precuneus, and angular gyrus."			1																				
