user	instance_id	displayed_text	how-certain-is-the-finding:::Somewhat certain	how-certain-is-the-finding:::Uncertain	how-certain-is-the-finding:::Somewhat uncertain	how-certain-is-the-finding:::Certain	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	I carefully went over the examples and the instructions.:::Yes	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_1	How satisfied do you feel about your experience participating in our study?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_5	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Words indicating uncertainty	span_annotation:::Words indicating certainty
5d8aa1e3eab19600163d9ab7	test_question_testing_Certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Certain. Do not mark any words or phrases.				4																					[]	[]
5d8aa1e3eab19600163d9ab7	Experience.html	Experience										3					3					3					[]	[]
5d8aa1e3eab19600163d9ab7	Psychology_232_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The study's findings showed that, regardless of cultural background, circumcised boys may run a greater risk of developing ASD. The researchers noted they also made an unexpected observation of an increased risk of hyperactivity disorder among circumcised boys in non-Muslim families. While it is unacceptable today to circumcise boys without proper pain relief, there is no way to eliminate the pain completely, the researchers said, adding that some boys will endure a lot of pain.""><b>Finding:</b></span> The researchers noted they also made an unexpected observation of an increased risk of hyperactivity disorder among circumcised boys in non-Muslim families."				4																					[]	[{'start': 669, 'end': 686, 'span': 'researchers noted', 'annotation': 'Words indicating certainty'}]
61053334bb5ec9d6f2918ba1	Psychology_42_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Mikko Myrskyla, professor of demography at LSE and Director of the Max Planck Institute for Demographic Research in Rostock, Germany, said: ""Our results show a temporary and transitory gain in parents' happiness around the birth of first and second children. ""The fact that parental happiness increases before these children are born suggests that we are capturing broader issues relating to childbearing such as couples forming partnerships and making plans for the future. ""The arrival of a third child is not associated with an increase in the parents' happiness, but this is not to suggest they are any less loved than their older siblings.""><b>Finding:</b></span> ""The fact that parental happiness increases before these children are born suggests that we are capturing broader issues relating to childbearing such as couples forming partnerships and making plans for the future."				4																					[]	[{'start': 955, 'end': 968, 'span': 'The fact that', 'annotation': 'Words indicating certainty'}]
61053334bb5ec9d6f2918ba1	Psychology_232_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Reassuringly, 6 out of 99 ASD diagnoses (97%) in children born 1990-1999 and recorded in the Danish Psychiatric Central Register, the source of psychiatric data in the National Patient Register, were confirmed upon medical chart review. and describe feelings, and our findings suggest that circumcision may somehow trigger the development of ASD in a small fraction of young boys. These findings obviously do not prove the suggested associations.""><b>Finding:</b></span> and describe feelings, and our findings suggest that circumcision may somehow trigger the development of ASD in a small fraction of young boys."		1																							[]	[]
61053334bb5ec9d6f2918ba1	Psychology_tweet_21_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Here’s our latest on psychotic experiences (PE) &amp;suicide.

Big pic: PE are clinically important! They predict ⬆️⬆️⬆️ risk of attempted &amp;completed suicide (beyond what’s explained by co-occurring mental illness).
#SystematicReview
@username 
 ""><b>Finding:</b></span> Here’s our latest on psychotic experiences (PE) &amp;suicide.

Big pic: PE are clinically important! They predict ⬆️⬆️⬆️ risk of attempted &amp;completed suicide (beyond what’s explained by co-occurring mental illness).
#SystematicReview
@username 
 "			2																						[{'start': 602, 'end': 626, 'span': 'beyond what’s explained ', 'annotation': 'Words indicating uncertainty'}]	[]
61053334bb5ec9d6f2918ba1	Psychology_tweet_28_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Contrary to our expectations, standard DBT was not superior to either comparison condition for any suicide-related outcome, and no significant differences were detected between DBT-S and DBT-I. Thus, all 3 versions of DBT were comparably effective at reducing suicidality among individuals at high risk for suicide. In contrast, findings suggested that DBT interventions that included DBT skills training (standard DBT and DBT-S) were more effective in reducing NSSI acts and improving other mental health problems than a DBT intervention without skills training (DBT-I).""><b>Finding:</b></span> Thus, all 3 versions of DBT were comparably effective at reducing suicidality among individuals at high risk for suicide."				4																					[]	[{'start': 787, 'end': 807, 'span': 'comparably effective', 'annotation': 'Words indicating certainty'}]
61053334bb5ec9d6f2918ba1	Consent.html	Consent					I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																		[]	[]
61053334bb5ec9d6f2918ba1	Psychology_tweet_21_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Individuals who reported PEs had a 3.15-fold (95% CI, 2.23-4.45) increased odds of suicide attempt. Individuals who reported PEs had a 4.39-fold (95% CI, 1.63-11.78) increased odds of suicide death (Figure 2 ). The population-attributable fraction of PEs for suicidal ideation was 11.9%.""><b>Finding:</b></span> Individuals who reported PEs had a 4.39-fold (95% CI, 1.63-11.78) increased odds of suicide death (Figure 2 )."		1																							[]	[]
61053334bb5ec9d6f2918ba1	Psychology_342_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: To do this, they presented children ages approximately three to five years (34-64 months) with faces paired with mean or nice word descriptions, but they saw no significant main effects of emotional valence on recognition memory. Change in memory accuracy also did not differ when tested after a nap compared to the change in memory accuracy after an interval awake, they report. However, when memory was tested again following overnight sleep, the change in memory accuracy was greater if the child had napped the previous day.""><b>Finding:</b></span> Change in memory accuracy also did not differ when tested after a nap compared to the change in memory accuracy after an interval awake, they report."				4																					[]	[{'start': 756, 'end': 768, 'span': 'when tested ', 'annotation': 'Words indicating certainty'}]
61053334bb5ec9d6f2918ba1	Psychology_tweet_28_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: DBT for High Suicide Risk in Borderline Personality Disorder ""><b>Finding:</b></span> DBT for High Suicide Risk in Borderline Personality Disorder "		1																							[]	[]
61053334bb5ec9d6f2918ba1	Psychology_42_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Consistent with prior literature using longitudinal designs (e.g., , our results first document a temporary and transitory gain in happiness around the time of birth. Importantly, we observe that happiness increases before birth, suggesting that the happiness gain around the time of birth may capture not only the effect of the birth but also the complex childbearing process that may involve partnership formation, partnership quality, and increased sexual activity. We then analyze the patterns for different socioeconomic groups and parities and show that the changes in subjective well-being over the transition to parenthood are highly consistent with the low and late fertility behavior that has emerged during the second demographic transition: older parents and those with more socioeconomic resources have the strongest happiness gains around the time of birth, and the temporary happiness gain around the time of birth declines with the number of children that one already has.""><b>Finding:</b></span> Importantly, we observe that happiness increases before birth, suggesting that the happiness gain around the time of birth may capture not only the effect of the birth but also the complex childbearing process that may involve partnership formation, partnership quality, and increased sexual activity."				4																					[]	[{'start': 1184, 'end': 1195, 'span': 'we observe ', 'annotation': 'Words indicating certainty'}]
61053334bb5ec9d6f2918ba1	Certainty Examples.html	Certainty Examples								I carefully went over the examples and the instructions.:::Yes																	[]	[]
61053334bb5ec9d6f2918ba1	Psychology_141_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The findings are also relevant to thinking about the longitudinal course of ADHD from childhood to adulthood. Future studies of brain network maturation in ADHD could shed light into the neural basis for this difference. ""But without the database of fMRI images, and the spirit of collaboration that allowed them to be compiled and shared, we would never have reached this point.""""><b>Finding:</b></span> Future studies of brain network maturation in ADHD could shed light into the neural basis for this difference."	3																								[]	[{'start': 674, 'end': 685, 'span': ' could shed', 'annotation': 'Words indicating certainty'}]
61053334bb5ec9d6f2918ba1	Psychology_141_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Our results provide strong initial evidence that these alterations arise from delays in typical maturational patterns. Our results invite further investigation into the neurobiological mechanisms in ADHD that produce delays in development of large-scale networks. We found significant and specific maturational lag in connections within default mode network (DMN) and in DMN interconnections with two task positive networks (TPNs): frontoparietal network and ventral attention network.""><b>Finding:</b></span> Our results invite further investigation into the neurobiological mechanisms in ADHD that produce delays in development of large-scale networks."			2																						[]	[{'start': 758, 'end': 773, 'span': 'produce delays ', 'annotation': 'Words indicating certainty'}]
61053334bb5ec9d6f2918ba1	Psychology_342_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: When nap SWA was controlled for, the standardized regression coefficient for the relationship between ΔRecall nap and ΔRecall overnight was reduced from B = −0.488, (p = 0.029) to B = −0.364 (p = 0.182). These results support that the relationship between memory performance change across both the nap and overnight sleep bouts was fully mediated by nap SWA (Fig. 4) .""><b>Finding:</b></span> These results support that the relationship between memory performance change across both the nap and overnight sleep bouts was fully mediated by nap SWA (Fig."				4																					[]	"[{'start': 557, 'end': 694, 'span': 'r<span class=""span_container"" selection_label=""Words indicating certainty"" style=""background-color:rgb(240,228,66, 0.25);"">esults support', 'annotation': 'Words indicating certainty'}]"
61053334bb5ec9d6f2918ba1	test_question_testing_Certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Certain. Do not mark any words or phrases.				4																					[]	[]
61053334bb5ec9d6f2918ba1	Experience.html	Experience									4					4									5		[]	[]
61053334bb5ec9d6f2918ba1	Psychology_232_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The study's findings showed that, regardless of cultural background, circumcised boys may run a greater risk of developing ASD. The researchers noted they also made an unexpected observation of an increased risk of hyperactivity disorder among circumcised boys in non-Muslim families. While it is unacceptable today to circumcise boys without proper pain relief, there is no way to eliminate the pain completely, the researchers said, adding that some boys will endure a lot of pain.""><b>Finding:</b></span> The researchers noted they also made an unexpected observation of an increased risk of hyperactivity disorder among circumcised boys in non-Muslim families."				4																					[]	[{'start': 705, 'end': 727, 'span': 'unexpected observation', 'annotation': 'Words indicating certainty'}]
61053334bb5ec9d6f2918ba1	test_question_testing_Somewhat certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat certain. Do not mark any words or phrases.			2																						[]	[]
600ab5dd7e033d000c847887	Consent.html	Consent					I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																		[]	[]
600ab5dd7e033d000c847887	Psychology_tweet_154_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: @username The circumcision, #acetaminophen &amp; autism studies:   (Circumcision is associated w/ autism &amp; ADHD only after Danish guidelines suggest Tylenol use-boys &lt;5yrs only) Animal model  Efficacy? ""><b>Finding:</b></span> @username The circumcision, #acetaminophen &amp; autism studies:   (Circumcision is associated w/ autism &amp; ADHD only after Danish guidelines suggest Tylenol use-boys &lt;5yrs only) Animal model  Efficacy? "			2																						[]	[]
600ab5dd7e033d000c847887	Psychology_191_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Second graders' engagement score of 1.20 was lower than third graders ( p ¼ 0.39), and the fourth graders have a higher score of 2.28 than third graders ( p ¼ 0.19). The findings indicate that students provided with stand-biased desks did not decrease in their academic engagement in the classroom when compared with their seated counterparts. The significance of this finding is twofold.""><b>Finding:</b></span> The findings indicate that students provided with stand-biased desks did not decrease in their academic engagement in the classroom when compared with their seated counterparts."	3																								[]	[]
600ab5dd7e033d000c847887	Psychology_28_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In Jiamusi City, 16,358 children were screened, with 10 autism cases being identified, with a mainstream prevalence of 19 per 10,000 (95% CI 10-38). Conclusions: Results from Jilin City, where both mainstream and special school data were available, revealed a similar prevalence of autism in China to the West, at around 1%. Results from Shenzhen and Jiamusi cities, where only mainstream data were available, prevalence is also in line with Western estimates.""><b>Finding:</b></span> Conclusions: Results from Jilin City, where both mainstream and special school data were available, revealed a similar prevalence of autism in China to the West, at around 1%."	3																								[]	[]
600ab5dd7e033d000c847887	Psychology_49_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In Jilin City, from a total population of 7,258, the team identified 77 cases of autism, equating to a prevalence of 108 per 10,000, very similar to that found in the West. In Shenzhen and Jiamusi cities, only data for children in mainstream education was available; in Shenzhen City, 42 out of every 10,000 children in mainstream education had autism, and in Jiamusi City this figure was 19 per 10,000. In all three cities, the researchers identified new cases of autism in mainstream schools, confirming that there is under-diagnosis of autism in China.""><b>Finding:</b></span> In Shenzhen and Jiamusi cities, only data for children in mainstream education was available; in Shenzhen City, 42 out of every 10,000 children in mainstream education had autism, and in Jiamusi City this figure was 19 per 10,000."			2																						[]	[]
600ab5dd7e033d000c847887	Certainty Examples.html	Certainty Examples								I carefully went over the examples and the instructions.:::Yes																	[]	[]
600ab5dd7e033d000c847887	Psychology_244_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Change in memory accuracy also did not differ when tested after a nap compared to the change in memory accuracy after an interval awake, they report. However, when memory was tested again following overnight sleep, the change in memory accuracy was greater if the child had napped the previous day. Further, Spencer and colleagues report, greater nap slow wave activity was associated with greater memory decay during the nap.""><b>Finding:</b></span> However, when memory was tested again following overnight sleep, the change in memory accuracy was greater if the child had napped the previous day."	3																								[]	[]
600ab5dd7e033d000c847887	Psychology_28_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In all three cities, the researchers identified new cases of autism in mainstream schools, confirming that there is under-diagnosis of autism in China. ""Contrary to previous studies, we have shown that the prevalence of autism spectrum conditions in China is in line with that found in the West,"" said Dr Sophia Xiang Sun, who conducted this study as part of her PhD at Cambridge University and who is now based in the Star Kay Bridge Research Centre for Children with Autism in Xiamen, China. We have been able to use a standardized screening methodology, allowing us to compare the results with Western countries to show that autism occurs broadly at the same rate, irrespective of culture.""""><b>Finding:</b></span> ""Contrary to previous studies, we have shown that the prevalence of autism spectrum conditions in China is in line with that found in the West,"" said Dr Sophia Xiang Sun, who conducted this study as part of her PhD at Cambridge University and who is now based in the Star Kay Bridge Research Centre for Children with Autism in Xiamen, China."	3																								[]	[]
600ab5dd7e033d000c847887	Psychology_191_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Benden says he wasn't surprised at the results of the study, given that previous research has shown that physical activity, even at low levels, may have beneficial effects on cognitive ability. Simply put, we think better on our feet than in our seat."" The key lesson to take from this research, Benden says, is that school districts that put standing desks in classrooms may be able to address two problems at the same time: academic performance and childhood obesity.""><b>Finding:</b></span> Simply put, we think better on our feet than in our seat."""				4																					[]	[]
600ab5dd7e033d000c847887	Psychology_49_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Results: In Jilin City, 77 cases of autism were identified from a total population of 7258, equating to a prevalence of 108 per 10,000 (95% confidence interval (CI) 89, 130). In Shenzhen City: 21,420 children were screened and 35 cases of autism were identified, resulting in a mainstream prevalence of 42 per 10,000 (95% CI 20-89). In Jiamusi City, 16,358 children were screened, with 10 autism cases being identified, with a mainstream prevalence of 19 per 10,000 (95% CI 10-38).""><b>Finding:</b></span> In Shenzhen City: 21,420 children were screened and 35 cases of autism were identified, resulting in a mainstream prevalence of 42 per 10,000 (95% CI 20-89)."				4																					[]	[]
600ab5dd7e033d000c847887	Psychology_tweet_154_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The HR was higher, though not significantly so, for boys circumcised at age 24 months or older (HR ¼ 1.96; 95% CI: 0.93-4.14), an estimate based on only seven cases of ASD in that group ( Table 2) . The increased risk of ASD in circumcised boys under the age of 5 years was present among boys in both Muslim and non-Muslim families ( Table 2) . Risk in this age group was markedly elevated among boys in non-Muslim families (HR ¼ 4.23; 95% CI: 1.90-9.44), a finding based on six ASD cases in circumcised boys versus 1165 cases in intact boys.""><b>Finding:</b></span> The increased risk of ASD in circumcised boys under the age of 5 years was present among boys in both Muslim and non-Muslim families ( Table 2) ."	3																								[]	[]
600ab5dd7e033d000c847887	Psychology_244_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In that study, ΔRecall nap predicted ΔRecall overnight , suggesting an interaction of multiple sleep bouts on memory processing. Notably, here too with emotional memories, we found a significant association between ΔRecall nap and ΔRecall overnight such that declines in accuracy across the nap were associated with improvements across overnight sleep (B = −0.488, p = 0.029; 95% CI: [−1.294, −0.079]; Fig. We did not receive caregiver reports for 9 of the children.""><b>Finding:</b></span> Notably, here too with emotional memories, we found a significant association between ΔRecall nap and ΔRecall overnight such that declines in accuracy across the nap were associated with improvements across overnight sleep (B = −0.488, p = 0.029; 95% CI: [−1.294, −0.079]; Fig."				4																					[]	[]
600ab5dd7e033d000c847887	Psychology_tweet_62_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: CONCLUSIONS AND RELEVANCE Although WET involves fewer sessions, it was noninferior to CPT in reducing symptoms of PTSD. The findings suggest that WET is an efficacious and efficient PTSD treatment that may reduce attrition and transcend previously observed barriers to PTSD treatment for both patients and providers. 3 Also included in this recommended group of treatments is written narrative exposure, which the clinical practice guideline notes is a simple, yet effective, way to deliver exposure therapy for PTSD.""><b>Finding:</b></span> The findings suggest that WET is an efficacious and efficient PTSD treatment that may reduce attrition and transcend previously observed barriers to PTSD treatment for both patients and providers."	3																								[]	[]
600ab5dd7e033d000c847887	test_question_testing_Uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Uncertain. Do not mark any words or phrases.		1																							[]	[]
600ab5dd7e033d000c847887	Experience.html	Experience									4						3				4						[]	[]
600ab5dd7e033d000c847887	Psychology_tweet_62_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Written exposure therapy and cognitive processing therapy are effective for treatment of #PTSD; PTSD can be effectively treated with a 5-session #psychotherapy.  ""><b>Finding:</b></span> Written exposure therapy and cognitive processing therapy are effective for treatment of #PTSD; PTSD can be effectively treated with a 5-session #psychotherapy.  "				4																					[]	[]
600ab5dd7e033d000c847887	test_question_testing_Somewhat certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat certain. Do not mark any words or phrases.	3																								[]	[]
6543ab78986d42c7abb2e6c9	Consent.html	Consent					I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																		[]	[]
6543ab78986d42c7abb2e6c9	Psychology_tweet_154_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: @username The circumcision, #acetaminophen &amp; autism studies:   (Circumcision is associated w/ autism &amp; ADHD only after Danish guidelines suggest Tylenol use-boys &lt;5yrs only) Animal model  Efficacy? ""><b>Finding:</b></span> @username The circumcision, #acetaminophen &amp; autism studies:   (Circumcision is associated w/ autism &amp; ADHD only after Danish guidelines suggest Tylenol use-boys &lt;5yrs only) Animal model  Efficacy? "			2																						[{'start': 595, 'end': 596, 'span': '?', 'annotation': 'Words indicating uncertainty'}]	[]
6543ab78986d42c7abb2e6c9	Psychology_191_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Second graders' engagement score of 1.20 was lower than third graders ( p ¼ 0.39), and the fourth graders have a higher score of 2.28 than third graders ( p ¼ 0.19). The findings indicate that students provided with stand-biased desks did not decrease in their academic engagement in the classroom when compared with their seated counterparts. The significance of this finding is twofold.""><b>Finding:</b></span> The findings indicate that students provided with stand-biased desks did not decrease in their academic engagement in the classroom when compared with their seated counterparts."	3																								[]	[{'start': 584, 'end': 597, 'span': 'indicate that', 'annotation': 'Words indicating certainty'}]
6543ab78986d42c7abb2e6c9	Psychology_28_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In Jiamusi City, 16,358 children were screened, with 10 autism cases being identified, with a mainstream prevalence of 19 per 10,000 (95% CI 10-38). Conclusions: Results from Jilin City, where both mainstream and special school data were available, revealed a similar prevalence of autism in China to the West, at around 1%. Results from Shenzhen and Jiamusi cities, where only mainstream data were available, prevalence is also in line with Western estimates.""><b>Finding:</b></span> Conclusions: Results from Jilin City, where both mainstream and special school data were available, revealed a similar prevalence of autism in China to the West, at around 1%."			2																						[{'start': 808, 'end': 817, 'span': 'around 1%', 'annotation': 'Words indicating uncertainty'}]	[]
6543ab78986d42c7abb2e6c9	Psychology_49_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In Jilin City, from a total population of 7,258, the team identified 77 cases of autism, equating to a prevalence of 108 per 10,000, very similar to that found in the West. In Shenzhen and Jiamusi cities, only data for children in mainstream education was available; in Shenzhen City, 42 out of every 10,000 children in mainstream education had autism, and in Jiamusi City this figure was 19 per 10,000. In all three cities, the researchers identified new cases of autism in mainstream schools, confirming that there is under-diagnosis of autism in China.""><b>Finding:</b></span> In Shenzhen and Jiamusi cities, only data for children in mainstream education was available; in Shenzhen City, 42 out of every 10,000 children in mainstream education had autism, and in Jiamusi City this figure was 19 per 10,000."				4																					[]	[{'start': 905, 'end': 908, 'span': 'had', 'annotation': 'Words indicating certainty'}]
6543ab78986d42c7abb2e6c9	Certainty Examples.html	Certainty Examples								I carefully went over the examples and the instructions.:::Yes																	[]	[]
6543ab78986d42c7abb2e6c9	Psychology_244_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Change in memory accuracy also did not differ when tested after a nap compared to the change in memory accuracy after an interval awake, they report. However, when memory was tested again following overnight sleep, the change in memory accuracy was greater if the child had napped the previous day. Further, Spencer and colleagues report, greater nap slow wave activity was associated with greater memory decay during the nap.""><b>Finding:</b></span> However, when memory was tested again following overnight sleep, the change in memory accuracy was greater if the child had napped the previous day."				4																					[]	[{'start': 703, 'end': 713, 'span': 'was greate', 'annotation': 'Words indicating certainty'}]
6543ab78986d42c7abb2e6c9	Psychology_28_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In all three cities, the researchers identified new cases of autism in mainstream schools, confirming that there is under-diagnosis of autism in China. ""Contrary to previous studies, we have shown that the prevalence of autism spectrum conditions in China is in line with that found in the West,"" said Dr Sophia Xiang Sun, who conducted this study as part of her PhD at Cambridge University and who is now based in the Star Kay Bridge Research Centre for Children with Autism in Xiamen, China. We have been able to use a standardized screening methodology, allowing us to compare the results with Western countries to show that autism occurs broadly at the same rate, irrespective of culture.""""><b>Finding:</b></span> ""Contrary to previous studies, we have shown that the prevalence of autism spectrum conditions in China is in line with that found in the West,"" said Dr Sophia Xiang Sun, who conducted this study as part of her PhD at Cambridge University and who is now based in the Star Kay Bridge Research Centre for Children with Autism in Xiamen, China."				4																					[]	[{'start': 1019, 'end': 1032, 'span': 'we have shown', 'annotation': 'Words indicating certainty'}]
6543ab78986d42c7abb2e6c9	Psychology_191_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Benden says he wasn't surprised at the results of the study, given that previous research has shown that physical activity, even at low levels, may have beneficial effects on cognitive ability. Simply put, we think better on our feet than in our seat."" The key lesson to take from this research, Benden says, is that school districts that put standing desks in classrooms may be able to address two problems at the same time: academic performance and childhood obesity.""><b>Finding:</b></span> Simply put, we think better on our feet than in our seat."""		1																							[]	[]
6543ab78986d42c7abb2e6c9	Psychology_49_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Results: In Jilin City, 77 cases of autism were identified from a total population of 7258, equating to a prevalence of 108 per 10,000 (95% confidence interval (CI) 89, 130). In Shenzhen City: 21,420 children were screened and 35 cases of autism were identified, resulting in a mainstream prevalence of 42 per 10,000 (95% CI 20-89). In Jiamusi City, 16,358 children were screened, with 10 autism cases being identified, with a mainstream prevalence of 19 per 10,000 (95% CI 10-38).""><b>Finding:</b></span> In Shenzhen City: 21,420 children were screened and 35 cases of autism were identified, resulting in a mainstream prevalence of 42 per 10,000 (95% CI 20-89)."				4																					[]	[{'start': 735, 'end': 750, 'span': 'were identified', 'annotation': 'Words indicating certainty'}]
6543ab78986d42c7abb2e6c9	Psychology_tweet_154_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The HR was higher, though not significantly so, for boys circumcised at age 24 months or older (HR ¼ 1.96; 95% CI: 0.93-4.14), an estimate based on only seven cases of ASD in that group ( Table 2) . The increased risk of ASD in circumcised boys under the age of 5 years was present among boys in both Muslim and non-Muslim families ( Table 2) . Risk in this age group was markedly elevated among boys in non-Muslim families (HR ¼ 4.23; 95% CI: 1.90-9.44), a finding based on six ASD cases in circumcised boys versus 1165 cases in intact boys.""><b>Finding:</b></span> The increased risk of ASD in circumcised boys under the age of 5 years was present among boys in both Muslim and non-Muslim families ( Table 2) ."				4																					[]	[{'start': 796, 'end': 807, 'span': 'was present', 'annotation': 'Words indicating certainty'}]
6543ab78986d42c7abb2e6c9	Psychology_244_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In that study, ΔRecall nap predicted ΔRecall overnight , suggesting an interaction of multiple sleep bouts on memory processing. Notably, here too with emotional memories, we found a significant association between ΔRecall nap and ΔRecall overnight such that declines in accuracy across the nap were associated with improvements across overnight sleep (B = −0.488, p = 0.029; 95% CI: [−1.294, −0.079]; Fig. We did not receive caregiver reports for 9 of the children.""><b>Finding:</b></span> Notably, here too with emotional memories, we found a significant association between ΔRecall nap and ΔRecall overnight such that declines in accuracy across the nap were associated with improvements across overnight sleep (B = −0.488, p = 0.029; 95% CI: [−1.294, −0.079]; Fig."				4																					[]	[{'start': 815, 'end': 830, 'span': 'were associated', 'annotation': 'Words indicating certainty'}]
