user	instance_id	displayed_text	how-causal-is-the-finding:::No mention of a relation	how-causal-is-the-finding:::Causation	how-causal-is-the-finding:::Explicitly states: no relation	how-causal-is-the-finding:::Correlation	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_1	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_5	How satisfied do you feel about your experience participating in our study?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_5	How confident are you that you performed well in the task?:::scale_2	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	I carefully went over the examples and the instructions.:::Yes	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Causation	span_annotation:::Causation</div>	span_annotation:::Explicit mentions of no relation	span_annotation:::Correlation
5fccdb281356ebb596337cb4	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]	[]
5fccdb281356ebb596337cb4	Medicine_tweet_43_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Thrilled that our new paper is out @username:  In this work with Dan Schacter and @username, we show that episodic simulations can form real-life attitudes and how this is supported by affective representations in the vmPFC. 1/5 ""><b>Finding:</b></span> Thrilled that our new paper is out @username:  In this work with Dan Schacter and @username, we show that episodic simulations can form real-life attitudes and how this is supported by affective representations in the vmPFC. 1/5 "		3																							[{'start': 538, 'end': 546, 'span': 'can form', 'annotation': 'Causation'}]	[]	[]	[]
5fccdb281356ebb596337cb4	Medicine_tweet_183_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Use of #antipsychotic meds increased among teens &amp; young adults from 2006-2010 but not among kids 12 or younger. ""><b>Finding:</b></span> Use of #antipsychotic meds increased among teens &amp; young adults from 2006-2010 but not among kids 12 or younger. "		3																							[{'start': 326, 'end': 335, 'span': 'increased', 'annotation': 'Causation'}, {'start': 382, 'end': 389, 'span': 'but not', 'annotation': 'Causation'}]	[]	[]	[]
5fccdb281356ebb596337cb4	Medicine_340_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The highest concentrations of methane were at the point where the river emerges from beneath the glacier. Further analysis allowed them to find the exact sources of the methane--microbiological activity on the glacier bed. Researchers say that while the study only focuses on Solheimajokull and Katla, there are many other ice-covered active volcanoes that could produce methane in a similar way.""><b>Finding:</b></span> Further analysis allowed them to find the exact sources of the methane--microbiological activity on the glacier bed."				2																					[]	[]	[]	[{'start': 611, 'end': 633, 'span': 'find the exact sources', 'annotation': 'Correlation'}]
5fccdb281356ebb596337cb4	Medicine_tweet_138_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Fewer than 5 hrs of sleep had about 20% higher rate of reported a false memory &amp; other effects ""><b>Finding:</b></span> Fewer than 5 hrs of sleep had about 20% higher rate of reported a false memory &amp; other effects "		3																							[{'start': 307, 'end': 332, 'span': 'had about 20% higher rate', 'annotation': 'Causation'}]	[]	[]	[]
5fccdb281356ebb596337cb4	Medicine_tweet_183_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: There was a rise in antipsychotic use during childhood that extended into adolescence for females, followed by a plateau and a decline during the transition to early adulthood. This age profile refines earlier reports of steadily increasing rates of antipsychotic use across multiyear developmental categories of childhood to adolescence 28 to early adulthood. 29 A peak in antipsychotic use among males aged 11 to 17 years fits with treatment of conduct problems that commonly occur during adolescence.""><b>Finding:</b></span> This age profile refines earlier reports of steadily increasing rates of antipsychotic use across multiyear developmental categories of childhood to adolescence 28 to early adulthood."		3																							[{'start': 719, 'end': 755, 'span': 'reports of steadily increasing rates', 'annotation': 'Causation'}]	[]	[]	[]
5fccdb281356ebb596337cb4	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]	[]
61118e2a1eba5e205800a6db	Medicine_420_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""Our data support the concept of a disease-independent development of violent aggression in people exposed to multiple pre-adult environmental risk factors,"" says Ehrenreich. ""In all cohorts, accumulation of pre-adult environmental hits was highly significantly associated with lifetime conviction for violent acts or high psychopathy and aggression-hostility scores as proxies of violent aggression and rule-breaking. Strikingly, we note that the composition of risk factors is interchangeable.""""><b>Finding:</b></span> ""In all cohorts, accumulation of pre-adult environmental hits was highly significantly associated with lifetime conviction for violent acts or high psychopathy and aggression-hostility scores as proxies of violent aggression and rule-breaking."				2																					[]	[]	[]	[{'start': 849, 'end': 859, 'span': 'associated', 'annotation': 'Correlation'}]
61118e2a1eba5e205800a6db	Medicine_tweet_111_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Feed &amp; satiety response in INFANTS linked to obesity in childhood, this is where prevention begins @username .""><b>Finding:</b></span> Feed &amp; satiety response in INFANTS linked to obesity in childhood, this is where prevention begins @username ."		3																							[{'start': 335, 'end': 341, 'span': 'linked', 'annotation': 'Causation'}]	[]	[]	[]
61118e2a1eba5e205800a6db	Medicine_tweet_142_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Because of interstate migration and the long duration between HPV infection and resultant cervical cancer, much of the benefit of vaccination will be realized beyond a state's borders. Therefore, both cervical cancer incidence and expenditure can be substantially reduced if the states coordinate policies to promote expansion of coverage, particularly for the new nonavalent vaccine. Both of these vaccines are highly efficacious against HPV-16 and HPV-18 and are partially efficacious against other non-vaccine-targeted oncogenic serotypes .""><b>Finding:</b></span> Therefore, both cervical cancer incidence and expenditure can be substantially reduced if the states coordinate policies to promote expansion of coverage, particularly for the new nonavalent vaccine."				2																					[]	[]	[]	[{'start': 737, 'end': 812, 'span': 'both cervical cancer incidence and expenditure can be substantially reduced', 'annotation': 'Correlation'}]
61118e2a1eba5e205800a6db	Medicine_422_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: These temporal and intensity patterns are invariant across face and voice and may specify different emotional valences which can be detected only in dynamic, moving expressions ) where changes in intensity and temporal patterns are evident. The present findings are the first to show 5-month-olds match the faces and voices of other infants on the basis of global invariant properties common to facial and vocal emotional expressions. Infants' intermodal matching of facial and vocal affective information in unfamiliar peers appears to emerge somewhat earlier (by 5 months but not 3.5 months of age) than their matching of facial and vocal affective information in unfamiliar adults (by 7 months but not 5 months of age; ) .""><b>Finding:</b></span> The present findings are the first to show 5-month-olds match the faces and voices of other infants on the basis of global invariant properties common to facial and vocal emotional expressions."				2																					[]	[]	[]	[{'start': 964, 'end': 969, 'span': 'match', 'annotation': 'Correlation'}]
61118e2a1eba5e205800a6db	test_question_testing_No mention of a relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select No mention of a relation. Do not mark any words or phrases.	1																								[]	[]	[]	[]
61118e2a1eba5e205800a6db	Medicine_30_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: That underlines how important it is not to start doing this until you've chatted to your doctor about it. With a daily aspirin, 57 rather than 61 people per 10,000 would be expected to suffer a heart attack or stroke; at the same time, 23 rather than 16 people per 10,000 would experience severe bleeding, on average. ""This seriously questions whether people who have not previously had heart attacks or strokes should be taking aspirin with the aim of reducing future cardiovascular events,"" Zheng told Lisa Rapaport at Reuters.""><b>Finding:</b></span> With a daily aspirin, 57 rather than 61 people per 10,000 would be expected to suffer a heart attack or stroke; at the same time, 23 rather than 16 people per 10,000 would experience severe bleeding, on average."		3																							[{'start': 875, 'end': 883, 'span': 'expected', 'annotation': 'Causation'}]	[]	[]	[]
61118e2a1eba5e205800a6db	Experience.html	Experience									2			3						5						In the beginning of the study, I was still a bit confused but as the study went on, I got the hang of it. I'm not sure if I passed the attention tests because I also selected the no correlation box when it came to highlighting.	[]	[]	[]	[]
61118e2a1eba5e205800a6db	Medicine_tweet_5_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Characterizing the healthy nasal #microbiome discovers groups of microbes that differently modulate the inflammatory response and relate differently to symptom severity in rhinoviral colds. #commoncold #immuneresponse
""><b>Finding:</b></span> Characterizing the healthy nasal #microbiome discovers groups of microbes that differently modulate the inflammatory response and relate differently to symptom severity in rhinoviral colds. #commoncold #immuneresponse
"				2																					[]	[]	[]	[{'start': 531, 'end': 549, 'span': 'relate differently', 'annotation': 'Correlation'}]
61118e2a1eba5e205800a6db	Medicine_tweet_5_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We found that nasal microbiotas of healthy adults in our study cohort grouped into six distinct clusters Staph, Cor/All, Mor, Hae, Ps/Mix, and Mixed, based on the predominant bacterial genera in the nasal microflora. The microbiota clusters appear to associate with different inflammatory response, viral titer, and symptom severity profiles in rhinovirus infection. Our study is aligned with the previous findings suggesting that the microbiota in the nose has seasonal variation.""><b>Finding:</b></span> The microbiota clusters appear to associate with different inflammatory response, viral titer, and symptom severity profiles in rhinovirus infection."				2																					[]	[]	[]	[{'start': 800, 'end': 809, 'span': 'associate', 'annotation': 'Correlation'}]
61118e2a1eba5e205800a6db	Medicine_tweet_111_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: 25 Our findings indicate that within the same family the sibling with the higher appetite grows faster than the sibling with the lower appetite. Similar patterns are to be expected in the wider population; therefore, this study corroborates the hypothesis that a hearty appetite in infancy is a risk factor for faster weight gain. Our study has several strengths.""><b>Finding:</b></span> Similar patterns are to be expected in the wider population; therefore, this study corroborates the hypothesis that a hearty appetite in infancy is a risk factor for faster weight gain."		3																							[{'start': 573, 'end': 581, 'span': 'expected', 'annotation': 'Causation'}]	[]	[]	[]
61118e2a1eba5e205800a6db	Medicine_tweet_142_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Cost-effectiveness of #hpv #vaccines: ""><b>Finding:</b></span> Cost-effectiveness of #hpv #vaccines: "	1																								[]	[]	[{'start': 219, 'end': 257, 'span': ' Cost-effectiveness of #hpv #vaccines:', 'annotation': 'Explicit mentions of no relation'}]	[]
61118e2a1eba5e205800a6db	test_question_testing_Explicitly states: no relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Explicitly states: no relation. Do not mark any words or phrases.			4																						[]	[]	[]	[]
61118e2a1eba5e205800a6db	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]	[]
61118e2a1eba5e205800a6db	Medicine_420_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Conversely, determination in peripheral blood mononuclear cells of histone-deacetylase1 mRNA as 'umbrella mediator' of epigenetic processes revealed an increase in the high-risk group, suggesting lasting epigenetic alterations. Together, we provide sound evidence of a disease-independent unfortunate relationship between well-defined pre-adult environmental hits and violent aggression, calling for more efficient prevention. Moreover, these environmental risk factors seem to contribute to abnormal behavior and to severity and onset of mental illness [1] , even though different risk factors may have different impact, dependent on the particular neuropsychiatric disease in focus.""><b>Finding:</b></span> Together, we provide sound evidence of a disease-independent unfortunate relationship between well-defined pre-adult environmental hits and violent aggression, calling for more efficient prevention."	1																								[]	[]	[{'start': 1027, 'end': 1065, 'span': 'calling for more efficient prevention.', 'annotation': 'Explicit mentions of no relation'}]	[]
61118e2a1eba5e205800a6db	Medicine_30_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Aspirin use was associated with increased risk of major bleeding (HR, In this meta-analysis of 13 trials enrolling 164 225 participants without cardiovascular disease, aspirin use was associated with reductions in the composite cardiovascular outcome consisting of cardiovascular mortality, nonfatal myocardial infarction, and nonfatal stroke. However, aspirin use was associated with an increased risk of major bleeding, intracranial bleeding, and major gastrointestinal bleeding with comparable absolute risk estimates.""><b>Finding:</b></span> In this meta-analysis of 13 trials enrolling 164 225 participants without cardiovascular disease, aspirin use was associated with reductions in the composite cardiovascular outcome consisting of cardiovascular mortality, nonfatal myocardial infarction, and nonfatal stroke."				2																					[]	[]	[]	[{'start': 818, 'end': 828, 'span': 'associated', 'annotation': 'Correlation'}]
61118e2a1eba5e205800a6db	Medicine_422_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""We found that 5 month old infants can match their peer's positive and negative vocalizations with the appropriate facial expression,"" says Flom. ""This is the first study to show a matching ability with an infant this young. They are exposed to affect in a peer's voice and face which is likely more familiar to them because it's how they themselves convey or communicate positive and negative emotions.""""><b>Finding:</b></span> ""This is the first study to show a matching ability with an infant this young."	1																								[]	[]	[]	[]
61118e2a1eba5e205800a6db	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]	[]
5efa1c514003e68155b99a93	Medicine_420_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""Our data support the concept of a disease-independent development of violent aggression in people exposed to multiple pre-adult environmental risk factors,"" says Ehrenreich. ""In all cohorts, accumulation of pre-adult environmental hits was highly significantly associated with lifetime conviction for violent acts or high psychopathy and aggression-hostility scores as proxies of violent aggression and rule-breaking. Strikingly, we note that the composition of risk factors is interchangeable.""""><b>Finding:</b></span> ""In all cohorts, accumulation of pre-adult environmental hits was highly significantly associated with lifetime conviction for violent acts or high psychopathy and aggression-hostility scores as proxies of violent aggression and rule-breaking."				2																					[]	[]	[]	[{'start': 849, 'end': 859, 'span': 'associated', 'annotation': 'Correlation'}]
5efa1c514003e68155b99a93	Medicine_tweet_111_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Feed &amp; satiety response in INFANTS linked to obesity in childhood, this is where prevention begins @username .""><b>Finding:</b></span> Feed &amp; satiety response in INFANTS linked to obesity in childhood, this is where prevention begins @username ."				2																					[]	[]	[]	[{'start': 335, 'end': 341, 'span': 'linked', 'annotation': 'Correlation'}]
5efa1c514003e68155b99a93	Medicine_tweet_142_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Because of interstate migration and the long duration between HPV infection and resultant cervical cancer, much of the benefit of vaccination will be realized beyond a state's borders. Therefore, both cervical cancer incidence and expenditure can be substantially reduced if the states coordinate policies to promote expansion of coverage, particularly for the new nonavalent vaccine. Both of these vaccines are highly efficacious against HPV-16 and HPV-18 and are partially efficacious against other non-vaccine-targeted oncogenic serotypes .""><b>Finding:</b></span> Therefore, both cervical cancer incidence and expenditure can be substantially reduced if the states coordinate policies to promote expansion of coverage, particularly for the new nonavalent vaccine."		3																							[{'start': 805, 'end': 812, 'span': 'reduced', 'annotation': 'Causation'}]	[]	[]	[]
5efa1c514003e68155b99a93	Medicine_422_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: These temporal and intensity patterns are invariant across face and voice and may specify different emotional valences which can be detected only in dynamic, moving expressions ) where changes in intensity and temporal patterns are evident. The present findings are the first to show 5-month-olds match the faces and voices of other infants on the basis of global invariant properties common to facial and vocal emotional expressions. Infants' intermodal matching of facial and vocal affective information in unfamiliar peers appears to emerge somewhat earlier (by 5 months but not 3.5 months of age) than their matching of facial and vocal affective information in unfamiliar adults (by 7 months but not 5 months of age; ) .""><b>Finding:</b></span> The present findings are the first to show 5-month-olds match the faces and voices of other infants on the basis of global invariant properties common to facial and vocal emotional expressions."	1																								[]	[]	[]	[]
5efa1c514003e68155b99a93	test_question_testing_No mention of a relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select No mention of a relation. Do not mark any words or phrases.	1																								[]	[]	[]	[]
5efa1c514003e68155b99a93	Medicine_30_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: That underlines how important it is not to start doing this until you've chatted to your doctor about it. With a daily aspirin, 57 rather than 61 people per 10,000 would be expected to suffer a heart attack or stroke; at the same time, 23 rather than 16 people per 10,000 would experience severe bleeding, on average. ""This seriously questions whether people who have not previously had heart attacks or strokes should be taking aspirin with the aim of reducing future cardiovascular events,"" Zheng told Lisa Rapaport at Reuters.""><b>Finding:</b></span> With a daily aspirin, 57 rather than 61 people per 10,000 would be expected to suffer a heart attack or stroke; at the same time, 23 rather than 16 people per 10,000 would experience severe bleeding, on average."				2																					[]	[]	[]	[]
5efa1c514003e68155b99a93	Experience.html	Experience					4									2			3							Was quite hard to actually determine what was correlation and causation	[]	[]	[]	[]
5efa1c514003e68155b99a93	Medicine_tweet_5_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Characterizing the healthy nasal #microbiome discovers groups of microbes that differently modulate the inflammatory response and relate differently to symptom severity in rhinoviral colds. #commoncold #immuneresponse
""><b>Finding:</b></span> Characterizing the healthy nasal #microbiome discovers groups of microbes that differently modulate the inflammatory response and relate differently to symptom severity in rhinoviral colds. #commoncold #immuneresponse
"				2																					[]	[]	[]	[]
5efa1c514003e68155b99a93	Medicine_tweet_5_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We found that nasal microbiotas of healthy adults in our study cohort grouped into six distinct clusters Staph, Cor/All, Mor, Hae, Ps/Mix, and Mixed, based on the predominant bacterial genera in the nasal microflora. The microbiota clusters appear to associate with different inflammatory response, viral titer, and symptom severity profiles in rhinovirus infection. Our study is aligned with the previous findings suggesting that the microbiota in the nose has seasonal variation.""><b>Finding:</b></span> The microbiota clusters appear to associate with different inflammatory response, viral titer, and symptom severity profiles in rhinovirus infection."				2																					[]	[]	[]	[{'start': 698, 'end': 707, 'span': 'associate', 'annotation': 'Correlation'}]
5efa1c514003e68155b99a93	Medicine_tweet_111_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: 25 Our findings indicate that within the same family the sibling with the higher appetite grows faster than the sibling with the lower appetite. Similar patterns are to be expected in the wider population; therefore, this study corroborates the hypothesis that a hearty appetite in infancy is a risk factor for faster weight gain. Our study has several strengths.""><b>Finding:</b></span> Similar patterns are to be expected in the wider population; therefore, this study corroborates the hypothesis that a hearty appetite in infancy is a risk factor for faster weight gain."				2																					[]	[]	[]	[{'start': 691, 'end': 700, 'span': 'is a risk', 'annotation': 'Correlation'}]
5efa1c514003e68155b99a93	Medicine_tweet_142_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Cost-effectiveness of #hpv #vaccines: ""><b>Finding:</b></span> Cost-effectiveness of #hpv #vaccines: "	1																								[]	[]	[]	[]
5efa1c514003e68155b99a93	test_question_testing_Causation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Causation. Do not mark any words or phrases.		3																							[]	[]	[]	[]
5efa1c514003e68155b99a93	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]	[]
5efa1c514003e68155b99a93	Medicine_420_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Conversely, determination in peripheral blood mononuclear cells of histone-deacetylase1 mRNA as 'umbrella mediator' of epigenetic processes revealed an increase in the high-risk group, suggesting lasting epigenetic alterations. Together, we provide sound evidence of a disease-independent unfortunate relationship between well-defined pre-adult environmental hits and violent aggression, calling for more efficient prevention. Moreover, these environmental risk factors seem to contribute to abnormal behavior and to severity and onset of mental illness [1] , even though different risk factors may have different impact, dependent on the particular neuropsychiatric disease in focus.""><b>Finding:</b></span> Together, we provide sound evidence of a disease-independent unfortunate relationship between well-defined pre-adult environmental hits and violent aggression, calling for more efficient prevention."				2																					[]	[]	[]	[{'start': 940, 'end': 952, 'span': 'relationship', 'annotation': 'Correlation'}]
5efa1c514003e68155b99a93	Medicine_30_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Aspirin use was associated with increased risk of major bleeding (HR, In this meta-analysis of 13 trials enrolling 164 225 participants without cardiovascular disease, aspirin use was associated with reductions in the composite cardiovascular outcome consisting of cardiovascular mortality, nonfatal myocardial infarction, and nonfatal stroke. However, aspirin use was associated with an increased risk of major bleeding, intracranial bleeding, and major gastrointestinal bleeding with comparable absolute risk estimates.""><b>Finding:</b></span> In this meta-analysis of 13 trials enrolling 164 225 participants without cardiovascular disease, aspirin use was associated with reductions in the composite cardiovascular outcome consisting of cardiovascular mortality, nonfatal myocardial infarction, and nonfatal stroke."				2																					[]	[]	[]	[{'start': 865, 'end': 879, 'span': 'was associated', 'annotation': 'Correlation'}]
5efa1c514003e68155b99a93	Medicine_422_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""We found that 5 month old infants can match their peer's positive and negative vocalizations with the appropriate facial expression,"" says Flom. ""This is the first study to show a matching ability with an infant this young. They are exposed to affect in a peer's voice and face which is likely more familiar to them because it's how they themselves convey or communicate positive and negative emotions.""""><b>Finding:</b></span> ""This is the first study to show a matching ability with an infant this young."	1																								[]	[]	[]	[]
5efa1c514003e68155b99a93	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]	[]
5eed3d09d8e7f9161b0a4e26	Medicine_tweet_142_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Because of interstate migration and the long duration between HPV infection and resultant cervical cancer, much of the benefit of vaccination will be realized beyond a state's borders. Therefore, both cervical cancer incidence and expenditure can be substantially reduced if the states coordinate policies to promote expansion of coverage, particularly for the new nonavalent vaccine. Both of these vaccines are highly efficacious against HPV-16 and HPV-18 and are partially efficacious against other non-vaccine-targeted oncogenic serotypes .""><b>Finding:</b></span> Therefore, both cervical cancer incidence and expenditure can be substantially reduced if the states coordinate policies to promote expansion of coverage, particularly for the new nonavalent vaccine."		3																							[{'start': 784, 'end': 815, 'span': 'can be substantially reduced if', 'annotation': 'Causation'}]	[]	[]	[]
5eed3d09d8e7f9161b0a4e26	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]	[]
5eed3d09d8e7f9161b0a4e26	Medicine_tweet_142_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Cost-effectiveness of #hpv #vaccines: ""><b>Finding:</b></span> Cost-effectiveness of #hpv #vaccines: "	1																								[]	[]	"[{'start': 220, 'end': 368, 'span': 'C<span class=""span_container"" selection_label=""Explicit mentions of no relation"" style=""background-color:rgb(172,238,180, 0.25);"">ost-effectiveness ', 'annotation': 'Explicit mentions of no relation'}]"	[]
5eed3d09d8e7f9161b0a4e26	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]	[]
61505e9ab3b9916d9a924bcc	Medicine_tweet_82_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Conversely, determination in peripheral blood mononuclear cells of histone-deacetylase1 mRNA as 'umbrella mediator' of epigenetic processes revealed an increase in the high-risk group, suggesting lasting epigenetic alterations. Together, we provide sound evidence of a disease-independent unfortunate relationship between well-defined pre-adult environmental hits and violent aggression, calling for more efficient prevention. Moreover, these environmental risk factors seem to contribute to abnormal behavior and to severity and onset of mental illness [1] , even though different risk factors may have different impact, dependent on the particular neuropsychiatric disease in focus.""><b>Finding:</b></span> Together, we provide sound evidence of a disease-independent unfortunate relationship between well-defined pre-adult environmental hits and violent aggression, calling for more efficient prevention."				2																					[]	[]	[]	[]
61505e9ab3b9916d9a924bcc	Medicine_346_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The results of the present study are in agreement with the literature linking sleep problems with an overall more severe psychiatric presentation, but also suggest that active sleep problems can be an indicator of significant behavioral crisis. Overall, our findings emphasize the utility of thorough assessment and treatment of mood and sleep conditions, to decrease the likelihood of requiring psychiatric hospitalization. There are aspects of the study design that should be considered when interpreting the findings.""><b>Finding:</b></span> Overall, our findings emphasize the utility of thorough assessment and treatment of mood and sleep conditions, to decrease the likelihood of requiring psychiatric hospitalization."				2																					[]	[]	[]	[]
61505e9ab3b9916d9a924bcc	Medicine_346_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The strongest risk factors--disrupted sleep, having a mood disorder, and living in a home with a single caregiver--are not necessarily associated with ASD. ""Our results underscore the importance of a multidisciplinary approach to the assessment and treatment of children and adolescents with ASD that addresses behavioral, psychological and psychiatric, adaptive, sleep, and medical functioning in order to decrease behavioral crises and the utilization of inpatient psychiatric services,"" Righi and coauthors write in the study published in the Journal of Autism and Developmental Disorders. By employing statistical analysis techniques, the researchers were able to isolate risk factors that were independently and significantly associated with the risk of hospitalization.""><b>Finding:</b></span> ""Our results underscore the importance of a multidisciplinary approach to the assessment and treatment of children and adolescents with ASD that addresses behavioral, psychological and psychiatric, adaptive, sleep, and medical functioning in order to decrease behavioral crises and the utilization of inpatient psychiatric services,"" Righi and coauthors write in the study published in the Journal of Autism and Developmental Disorders."	1																								[]	[]	[]	[]
61505e9ab3b9916d9a924bcc	Medicine_458_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Given the multitude of control factors, often acting at relatively small scales, current projections of global glacier change models do not constrain the mechanisms underlying the variations in river flow from high-altitude catchments well . Modeling studies at a high spatiotemporal resolution and degree of process complexity are crucial to assess the impact of climate change on the hydrological balance of high-altitude catchments and to refine the projections of the coarser-scale models . Model construction and calibration benefited from extensive shortterm field campaigns, which allowed overcoming the problem of data scarcity typical of poorly accessible high-altitude regions.""><b>Finding:</b></span> Modeling studies at a high spatiotemporal resolution and degree of process complexity are crucial to assess the impact of climate change on the hydrological balance of high-altitude catchments and to refine the projections of the coarser-scale models ."	1																								[]	[]	[]	[]
61505e9ab3b9916d9a924bcc	Medicine_72_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The researchers found that 58 percent of nurses gave their hospitals an unfavorable evaluation of end-of-life care overall and 53 percent reported that patients often experience painful procedures that were unlikely to change their outcome. The nurse practice environment was the best predictor of poor-quality end-of-life care. Compared to nurses in poor-quality environments, nurses in the best environments were less likely to rate their hospital's overall end-of-life care quality unfavorably (odds ratio, 0.45).""><b>Finding:</b></span> The nurse practice environment was the best predictor of poor-quality end-of-life care."	1																								[]	[]	[]	[]
