user	instance_id	displayed_text	how-causal-is-the-finding:::Causation	how-causal-is-the-finding:::No mention of a relation	how-causal-is-the-finding:::Correlation	how-causal-is-the-finding:::Explicitly states: no relation	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_1	How satisfied do you feel about your experience participating in our study?:::scale_5	How satisfied do you feel about your experience participating in our study?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_5	How confident are you that you performed well in the task?:::scale_3	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	I carefully went over the examples and the instructions.:::Yes	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Causation	span_annotation:::Correlation	span_annotation:::Explicit mentions of no relation
652ff7edff8c15b3c54a664c	Computer_Science_151_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Virtual Reality helped patients recall old memories by providing new stimuli difficult to achieve, due to ill health, or inaccessible within a secure environment. They found that people remember information better if it is presented to them in a virtual environment. ""This data is exciting in that it suggests that immersive environments could offer new pathways for improved outcomes in education and high-proficiency training,"" said Amitabh Varshney, Professor of Computer Science, in a survey published in the journal Virtual Reality.""><b>Finding:</b></span> They found that people remember information better if it is presented to them in a virtual environment."		1																							[]	[]	[]
652ff7edff8c15b3c54a664c	Computer_Science_225_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Defining the algorithms that will help AVs make these moral decisions is a formidable challenge. We found that participants to six MTurk studies approved of utilitarian AVs (that sacrifice their passengers for the greater good), and would like others to buy them; but they would themselves prefer to ride in AVs that protect their passengers at all costs. They would disapprove of enforcing utilitarian AVs, and would be less willing to buy such a regulated AV.""><b>Finding:</b></span> Defining the algorithms that will help AVs make these moral decisions is a formidable challenge."		1																							[]	[]	[]
652ff7edff8c15b3c54a664c	Computer_Science_tweet_299_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: It has to be repeated m times, so the worst computational cost is O(m 2 n), or O(n 3 ) for sparse graphs. Note that, although for large networks such high computational cost makes this solution often unfeasible, for criminal networks constituted (most often) by hundreds or at most thousands of nodes, this algorithm works well. The number of the edges to be deleted can be chosen interactively.""><b>Finding:</b></span> Note that, although for large networks such high computational cost makes this solution often unfeasible, for criminal networks constituted (most often) by hundreds or at most thousands of nodes, this algorithm works well."	3																								[{'start': 617, 'end': 682, 'span': 'such high computational cost makes this solution often unfeasible', 'annotation': 'Causation'}]	[]	[]
652ff7edff8c15b3c54a664c	Computer_Science_404_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Individual models for the two musical medleys revealed that activations in several areas in the brain belonging to the auditory, limbic, and motor regions could be predicted. Notably, activations in the medial orbitofrontal region and the anterior cingulate cortex, relevant for self-referential appraisal and aesthetic judgments, could be predicted successfully. Cross-validation across musical stimuli and participant pools helped identify a region of the right superior temporal gyrus, encompassing the planum polare and the Heschl's gyrus, as the core structure that processed complex acoustic features of musical pieces from various genres, with or without lyrics.""><b>Finding:</b></span> Notably, activations in the medial orbitofrontal region and the anterior cingulate cortex, relevant for self-referential appraisal and aesthetic judgments, could be predicted successfully."		1																							[]	[]	[]
652ff7edff8c15b3c54a664c	Experience.html	Experience								5						3		4									[]	[]	[]
652ff7edff8c15b3c54a664c	test_question_testing_No mention of a relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select No mention of a relation. Do not mark any words or phrases.		1																							[]	[]	[]
652ff7edff8c15b3c54a664c	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]
652ff7edff8c15b3c54a664c	Computer_Science_23_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: So, a drop in total baggage volume benefits not only the airlines that charge baggage fees but also those that do not. Southwest's improved departure time performance was not as significant as its rival airlines, which did charge for checked bags, and it appears to have hurt one of Southwest's historical competitive advantages in customer service. Southwest's ""bags fly free"" policy is likely not free based on lost opportunity cost, mostly because it could be offering more flights per day with increased boarding times due to charging for checked bags.""><b>Finding:</b></span> Southwest's improved departure time performance was not as significant as its rival airlines, which did charge for checked bags, and it appears to have hurt one of Southwest's historical competitive advantages in customer service."			2																						[]	[{'start': 971, 'end': 997, 'span': 'it appears to have hurt on', 'annotation': 'Correlation'}]	[]
652ff7edff8c15b3c54a664c	Computer_Science_23_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Our findings highlight factors, such as the effect of carry-on bags, that need to be incorporated in designing incentive schemes. Our research also sheds some light on the decisions made by a very operationally focused airline. When the other airlines started charging for one checked bag, Southwest Airlines' decision to not charge for bags went against their high operational service level strategy as their relative departure delay performance initially decreased.""><b>Finding:</b></span> Our research also sheds some light on the decisions made by a very operationally focused airline."		1																							[]	[]	[]
652ff7edff8c15b3c54a664c	Computer_Science_151_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We found that virtual memory palaces in HMD condition provide a superior memory recall ability compared to the desktop condition. We believe this is a first step in using virtual environments for creating more memorable experiences that enhance productivity through better recall of large amounts of information organized using the idea of virtual memory palaces. The technique of memory palaces provides a natural spatial mnemonic to assist in recall.""><b>Finding:</b></span> We believe this is a first step in using virtual environments for creating more memorable experiences that enhance productivity through better recall of large amounts of information organized using the idea of virtual memory palaces."		1																							[]	[]	[]
652ff7edff8c15b3c54a664c	Computer_Science_225_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""If everybody does that, then we would end up in a tragedy ... whereby the cars will not minimize casualties,"" Rahwan adds. Or, as the researchers write in the new paper, ""For the time being, there seems to be no easy way to design algorithms that would reconcile moral values and personal self-interest."" The results consistently showed that people will take a utilitarian approach to the ethics of autonomous vehicles, one emphasizing the sheer number of lives that could be saved.""><b>Finding:</b></span> Or, as the researchers write in the new paper, ""For the time being, there seems to be no easy way to design algorithms that would reconcile moral values and personal self-interest."""		1																							[]	[]	[]
652ff7edff8c15b3c54a664c	test_question_testing_Correlation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Correlation. Do not mark any words or phrases.			2																						[]	[]	[]
652ff7edff8c15b3c54a664c	Computer_Science_404_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The study revealed that activations in several areas in the brain belonging to the auditory, limbic, and motor regions were activated by all musical pieces. Notable, areas in the medial orbitofrontal region and the anterior cingulate cortex, which are relevant for self-referential appraisal and aesthetic judgments, were found to be activated during the listening. A further interesting finding was that vocal and instrumental music were processed differently.""><b>Finding:</b></span> Notable, areas in the medial orbitofrontal region and the anterior cingulate cortex, which are relevant for self-referential appraisal and aesthetic judgments, were found to be activated during the listening."		1																							[]	[]	[]
652ff7edff8c15b3c54a664c	Computer_Science_tweet_299_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: #BigData and #networking to detect criminal organizations in mobile phone networks @username  #LogAnalysis ""><b>Finding:</b></span> #BigData and #networking to detect criminal organizations in mobile phone networks @username  #LogAnalysis "		1																							[]	[]	[]
652ff7edff8c15b3c54a664c	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]
652ff7edff8c15b3c54a664c	Computer_Science_183_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: He sees it as confirmation of the idea that cognitive exercise produces physical changes in the brain. ""The initial findings could have been explained by a correlation, that people with big hippocampi become taxi drivers,"" he says. ""But it turns out it really was the training process that caused the growth in the brain.""><b>Finding:</b></span> ""The initial findings could have been explained by a correlation, that people with big hippocampi become taxi drivers,"" he says."			2																						[]	[{'start': 651, 'end': 697, 'span': 'people with big hippocampi become taxi drivers', 'annotation': 'Correlation'}]	[]
60e85498ad26282559dec479	Computer_Science_151_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Virtual Reality helped patients recall old memories by providing new stimuli difficult to achieve, due to ill health, or inaccessible within a secure environment. They found that people remember information better if it is presented to them in a virtual environment. ""This data is exciting in that it suggests that immersive environments could offer new pathways for improved outcomes in education and high-proficiency training,"" said Amitabh Varshney, Professor of Computer Science, in a survey published in the journal Virtual Reality.""><b>Finding:</b></span> They found that people remember information better if it is presented to them in a virtual environment."	3																								[{'start': 862, 'end': 870, 'span': 'if it is', 'annotation': 'Causation'}]	[]	[]
60e85498ad26282559dec479	Computer_Science_225_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Defining the algorithms that will help AVs make these moral decisions is a formidable challenge. We found that participants to six MTurk studies approved of utilitarian AVs (that sacrifice their passengers for the greater good), and would like others to buy them; but they would themselves prefer to ride in AVs that protect their passengers at all costs. They would disapprove of enforcing utilitarian AVs, and would be less willing to buy such a regulated AV.""><b>Finding:</b></span> Defining the algorithms that will help AVs make these moral decisions is a formidable challenge."	3																								[{'start': 714, 'end': 716, 'span': 'is', 'annotation': 'Causation'}]	[]	[]
60e85498ad26282559dec479	Computer_Science_tweet_299_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: It has to be repeated m times, so the worst computational cost is O(m 2 n), or O(n 3 ) for sparse graphs. Note that, although for large networks such high computational cost makes this solution often unfeasible, for criminal networks constituted (most often) by hundreds or at most thousands of nodes, this algorithm works well. The number of the edges to be deleted can be chosen interactively.""><b>Finding:</b></span> Note that, although for large networks such high computational cost makes this solution often unfeasible, for criminal networks constituted (most often) by hundreds or at most thousands of nodes, this algorithm works well."	3																								[{'start': 684, 'end': 800, 'span': 'for criminal networks constituted (most often) by hundreds or at most thousands of nodes, this algorithm works well.', 'annotation': 'Causation'}]	[]	[]
60e85498ad26282559dec479	Computer_Science_404_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Individual models for the two musical medleys revealed that activations in several areas in the brain belonging to the auditory, limbic, and motor regions could be predicted. Notably, activations in the medial orbitofrontal region and the anterior cingulate cortex, relevant for self-referential appraisal and aesthetic judgments, could be predicted successfully. Cross-validation across musical stimuli and participant pools helped identify a region of the right superior temporal gyrus, encompassing the planum polare and the Heschl's gyrus, as the core structure that processed complex acoustic features of musical pieces from various genres, with or without lyrics.""><b>Finding:</b></span> Notably, activations in the medial orbitofrontal region and the anterior cingulate cortex, relevant for self-referential appraisal and aesthetic judgments, could be predicted successfully."		1																							[]	[]	[]
60e85498ad26282559dec479	Experience.html	Experience						4						1						5						It was very interesting	[]	[]	[]
60e85498ad26282559dec479	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]
60e85498ad26282559dec479	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]
60e85498ad26282559dec479	test_question_testing_Explicitly states: no relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Explicitly states: no relation. Do not mark any words or phrases.				4																					[]	[]	[]
60e85498ad26282559dec479	Computer_Science_23_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: So, a drop in total baggage volume benefits not only the airlines that charge baggage fees but also those that do not. Southwest's improved departure time performance was not as significant as its rival airlines, which did charge for checked bags, and it appears to have hurt one of Southwest's historical competitive advantages in customer service. Southwest's ""bags fly free"" policy is likely not free based on lost opportunity cost, mostly because it could be offering more flights per day with increased boarding times due to charging for checked bags.""><b>Finding:</b></span> Southwest's improved departure time performance was not as significant as its rival airlines, which did charge for checked bags, and it appears to have hurt one of Southwest's historical competitive advantages in customer service."	3																								"[{'start': 981, 'end': 1093, 'span': ' to<span class=""span_container"" selection_label=""Causation"" style=""background-color:rgb(230,159,0, 0.25);""> have', 'annotation': 'Causation'}]"	[]	[]
60e85498ad26282559dec479	Computer_Science_23_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Our findings highlight factors, such as the effect of carry-on bags, that need to be incorporated in designing incentive schemes. Our research also sheds some light on the decisions made by a very operationally focused airline. When the other airlines started charging for one checked bag, Southwest Airlines' decision to not charge for bags went against their high operational service level strategy as their relative departure delay performance initially decreased.""><b>Finding:</b></span> Our research also sheds some light on the decisions made by a very operationally focused airline."		1																							[]	[]	[]
60e85498ad26282559dec479	Computer_Science_151_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We found that virtual memory palaces in HMD condition provide a superior memory recall ability compared to the desktop condition. We believe this is a first step in using virtual environments for creating more memorable experiences that enhance productivity through better recall of large amounts of information organized using the idea of virtual memory palaces. The technique of memory palaces provides a natural spatial mnemonic to assist in recall.""><b>Finding:</b></span> We believe this is a first step in using virtual environments for creating more memorable experiences that enhance productivity through better recall of large amounts of information organized using the idea of virtual memory palaces."		1																							[]	[]	[]
60e85498ad26282559dec479	Computer_Science_225_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""If everybody does that, then we would end up in a tragedy ... whereby the cars will not minimize casualties,"" Rahwan adds. Or, as the researchers write in the new paper, ""For the time being, there seems to be no easy way to design algorithms that would reconcile moral values and personal self-interest."" The results consistently showed that people will take a utilitarian approach to the ethics of autonomous vehicles, one emphasizing the sheer number of lives that could be saved.""><b>Finding:</b></span> Or, as the researchers write in the new paper, ""For the time being, there seems to be no easy way to design algorithms that would reconcile moral values and personal self-interest."""		1																							[]	[]	[]
60e85498ad26282559dec479	test_question_testing_Correlation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Correlation. Do not mark any words or phrases.			2																						[]	[]	[]
60e85498ad26282559dec479	Computer_Science_404_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The study revealed that activations in several areas in the brain belonging to the auditory, limbic, and motor regions were activated by all musical pieces. Notable, areas in the medial orbitofrontal region and the anterior cingulate cortex, which are relevant for self-referential appraisal and aesthetic judgments, were found to be activated during the listening. A further interesting finding was that vocal and instrumental music were processed differently.""><b>Finding:</b></span> Notable, areas in the medial orbitofrontal region and the anterior cingulate cortex, which are relevant for self-referential appraisal and aesthetic judgments, were found to be activated during the listening."		1																							[]	[]	[]
60e85498ad26282559dec479	Computer_Science_tweet_299_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: #BigData and #networking to detect criminal organizations in mobile phone networks @username  #LogAnalysis ""><b>Finding:</b></span> #BigData and #networking to detect criminal organizations in mobile phone networks @username  #LogAnalysis "		1																							[]	[]	[]
60e85498ad26282559dec479	Computer_Science_183_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We have established that navigation expertise is associated with structural brain differences and behavioural consequences, both positive and negative. In particular, the correlations between time taxi driving and hippocampal grey matter volume suggest that experience drives the patterns observed. This longitudinal approach will also permit the examination of the characteristics of those who succeed at taxi driver training, and whether innate pre-training cognitive factors and/or hippocampal volume are predictive of subsequent successful qualification.""><b>Finding:</b></span> In particular, the correlations between time taxi driving and hippocampal grey matter volume suggest that experience drives the patterns observed."			2																						[]	[{'start': 760, 'end': 780, 'span': 'correlations between', 'annotation': 'Correlation'}]	[]
60e85498ad26282559dec479	Computer_Science_183_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: He sees it as confirmation of the idea that cognitive exercise produces physical changes in the brain. ""The initial findings could have been explained by a correlation, that people with big hippocampi become taxi drivers,"" he says. ""But it turns out it really was the training process that caused the growth in the brain.""><b>Finding:</b></span> ""The initial findings could have been explained by a correlation, that people with big hippocampi become taxi drivers,"" he says."	3																								[{'start': 651, 'end': 697, 'span': 'people with big hippocampi become taxi drivers', 'annotation': 'Causation'}]	[]	[]
652beee153f0790e4aa09b99	Computer_Science_tweet_32_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: DNA is an attractive medium to store digital information. Finally, we explored the limit of our architecture in terms of bytes per molecule and obtained a perfect retrieval from a density of 215 petabytes per gram of DNA, orders of magnitude higher than previous reports. DNA is an excellent medium for data storage, owing to its demonstrated information density of petabytes of data per gram, high durability, and evolutionarily optimized machinery to faithfully replicate this information (1, 2).""><b>Finding:</b></span> DNA is an attractive medium to store digital information."		1																							[]	[]	[{'start': 691, 'end': 701, 'span': 'attractive', 'annotation': 'Explicit mentions of no relation'}]
652beee153f0790e4aa09b99	Computer_Science_tweet_17_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: 1c , serves as a building block in layered photonic networks (described below) suited to the scalable implementation of neurosynaptic systems. The neurosynaptic system described so far provides the basic structure needed for supervised learning tasks, where the weights of the inputs are set by an external supervisor. Probe pulses sent to the waveguide lying below the neuronal ring resonator either couple to it or generate an output spike depending, as described previously, on whether the neuronal PCM cell is in the crystalline or amorphous state.""><b>Finding:</b></span> The neurosynaptic system described so far provides the basic structure needed for supervised learning tasks, where the weights of the inputs are set by an external supervisor."		1																							[]	[]	"[{'start': 760, 'end': 898, 'span': 'descri<span class=""span_container"" selection_label=""Explicit mentions of no relation"" style=""background-color:rgb(172,238,180, 0.25);"">bed', 'annotation': 'Explicit mentions of no relation'}]"
652beee153f0790e4aa09b99	test_question_testing_Causation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Causation. Do not mark any words or phrases.	3																								[]	[]	[]
652beee153f0790e4aa09b99	Computer_Science_tweet_32_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Read @username study in @username about big data stored in a drop of DNA: ""><b>Finding:</b></span> Read @username study in @username about big data stored in a drop of DNA: "				4																					[]	[]	[{'start': 290, 'end': 295, 'span': 'about', 'annotation': 'Explicit mentions of no relation'}]
652beee153f0790e4aa09b99	Computer_Science_132_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Among their findings:

Three out of four people -- 76 percent -- said checking texts or emails was unacceptable behavior in business meetings. 87 percent of people said answering a call was rarely or never acceptable in business meetings. Even at more informal business lunches, the majority of people thought writing a text message is rude -- 66 percent said writing or sending a text message is inappropriate.""><b>Finding:</b></span> 87 percent of people said answering a call was rarely or never acceptable in business meetings."				4																					[]	[]	[{'start': 649, 'end': 657, 'span': 'or never', 'annotation': 'Explicit mentions of no relation'}]
652beee153f0790e4aa09b99	Experience.html	Experience									3	2					2										[]	[]	[]
652beee153f0790e4aa09b99	Computer_Science_tweet_12_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Machine learning improves refugee integration ""><b>Finding:</b></span> Machine learning improves refugee integration "	3																								"[{'start': 245, 'end': 357, 'span': 'i<span class=""span_container"" selection_label=""Causation"" style=""background-color:rgb(230,159,0, 0.25);"">mproves', 'annotation': 'Causation'}]"	[]	[]
652beee153f0790e4aa09b99	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]
652beee153f0790e4aa09b99	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]
652beee153f0790e4aa09b99	Computer_Science_tweet_1_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: 3-D printing was successfully used to create a model of the prostate with the physical properties of prostate tissue. ""><b>Finding:</b></span> 3-D printing was successfully used to create a model of the prostate with the physical properties of prostate tissue. "		1																							[]	[]	[{'start': 330, 'end': 344, 'span': 'used to create', 'annotation': 'Explicit mentions of no relation'}]
652beee153f0790e4aa09b99	Computer_Science_tweet_280_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Hypothesis 1 was only partially supported. Whilst the duration of the interaction for FTF positively predicted happiness, there was no effect of duration on happiness for the other modes, including those CMC modes that included auditory cues (Skype and telephone). Results showed robust support for Hypothesis 2.""><b>Finding:</b></span> Whilst the duration of the interaction for FTF positively predicted happiness, there was no effect of duration on happiness for the other modes, including those CMC modes that included auditory cues (Skype and telephone)."	3																								[]	[{'start': 553, 'end': 562, 'span': 'predicted', 'annotation': 'Correlation'}]	[]
652beee153f0790e4aa09b99	Computer_Science_tweet_280_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: People laugh more and are happier in face-to-face or video conferencing meetings - less so in teleconf  #eventprofs""><b>Finding:</b></span> People laugh more and are happier in face-to-face or video conferencing meetings - less so in teleconf  #eventprofs"	3																								[{'start': 380, 'end': 390, 'span': 'less so in', 'annotation': 'Causation'}]	[]	[]
652beee153f0790e4aa09b99	Computer_Science_tweet_12_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Finally, the expected employment returns associated with personal characteristics can vary across different resettlement locations (Fig. This indicates that there are synergies between places and people; certain characteristics will make a refugee a better match for a particular location. In Switzerland, for example, we find that the ability to speak French (i.e., among French-speaking African refugees) results in a larger payoff for refugees assigned to Frenchspeaking cantons than for those assigned to German-speaking cantons ( fig.""><b>Finding:</b></span> This indicates that there are synergies between places and people; certain characteristics will make a refugee a better match for a particular location."	3																								[{'start': 813, 'end': 817, 'span': 'will', 'annotation': 'Causation'}]	[]	[]
652beee153f0790e4aa09b99	test_question_testing_Correlation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Correlation. Do not mark any words or phrases.	3																								[{'start': 93, 'end': 102, 'span': 'increases', 'annotation': 'Causation'}]	[]	[]
652beee153f0790e4aa09b99	Computer_Science_132_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Interestingly, just 24% thought using a laptop in a meeting was not appropriate. Roughly 71% of the professionals said they would not make a call or take a call during a meeting. Approximately 63% said that they would not text message during meetings.""><b>Finding:</b></span> Roughly 71% of the professionals said they would not make a call or take a call during a meeting."		1																							[]	[]	[{'start': 477, 'end': 492, 'span': 'would not make ', 'annotation': 'Explicit mentions of no relation'}]
652beee153f0790e4aa09b99	Computer_Science_tweet_17_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: An optical version of a brain-inspired neurosynaptic system, using wavelength division multiplexing techniques, is presented that is capable of supervised and unsupervised learning. #deeplearning  ""><b>Finding:</b></span> An optical version of a brain-inspired neurosynaptic system, using wavelength division multiplexing techniques, is presented that is capable of supervised and unsupervised learning. #deeplearning  "		1																							[]	[]	[{'start': 493, 'end': 503, 'span': ' presented', 'annotation': 'Explicit mentions of no relation'}]
652beee153f0790e4aa09b99	Computer_Science_tweet_1_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In summary, we have designed and developed a series of novel methodologies and customized inks for fabricating a 3D printed prostate model with physical properties of tissue and integrated sensing capabilities that can be used for quantitative, advanced surgical rehearsal. The 3D printed prostate model demonstrated high fidelity with patient organ and tissue in ana tomical, static and dynamic mechanical, hardness, and optical properties. Therefore, the prostate model can aid medical pro fessionals to perform more effective preoperative planning and rehearsal and predict organ physical behavior more accurately.""><b>Finding:</b></span> The 3D printed prostate model demonstrated high fidelity with patient organ and tissue in ana tomical, static and dynamic mechanical, hardness, and optical properties."		1																							[]	[]	[{'start': 830, 'end': 842, 'span': 'demonstrated', 'annotation': 'Explicit mentions of no relation'}]
615999273d1940db92e20f5b	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]
615999273d1940db92e20f5b	Computer_Science_132_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Among their findings:

Three out of four people -- 76 percent -- said checking texts or emails was unacceptable behavior in business meetings. 87 percent of people said answering a call was rarely or never acceptable in business meetings. Even at more informal business lunches, the majority of people thought writing a text message is rude -- 66 percent said writing or sending a text message is inappropriate.""><b>Finding:</b></span> 87 percent of people said answering a call was rarely or never acceptable in business meetings."			2																						[]	[{'start': 621, 'end': 690, 'span': 'answering a call was rarely or never acceptable in business meetings.', 'annotation': 'Correlation'}]	[]
615999273d1940db92e20f5b	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]
5ae0c910eb6040000153bea8	Computer_Science_tweet_32_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: DNA is an attractive medium to store digital information. Finally, we explored the limit of our architecture in terms of bytes per molecule and obtained a perfect retrieval from a density of 215 petabytes per gram of DNA, orders of magnitude higher than previous reports. DNA is an excellent medium for data storage, owing to its demonstrated information density of petabytes of data per gram, high durability, and evolutionarily optimized machinery to faithfully replicate this information (1, 2).""><b>Finding:</b></span> DNA is an attractive medium to store digital information."			2																						[]	[{'start': 681, 'end': 685, 'span': 'DNA ', 'annotation': 'Correlation'}, {'start': 718, 'end': 737, 'span': 'digital information', 'annotation': 'Correlation'}]	[]
5ae0c910eb6040000153bea8	Computer_Science_tweet_17_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: 1c , serves as a building block in layered photonic networks (described below) suited to the scalable implementation of neurosynaptic systems. The neurosynaptic system described so far provides the basic structure needed for supervised learning tasks, where the weights of the inputs are set by an external supervisor. Probe pulses sent to the waveguide lying below the neuronal ring resonator either couple to it or generate an output spike depending, as described previously, on whether the neuronal PCM cell is in the crystalline or amorphous state.""><b>Finding:</b></span> The neurosynaptic system described so far provides the basic structure needed for supervised learning tasks, where the weights of the inputs are set by an external supervisor."		1																							[]	[]	[]
5ae0c910eb6040000153bea8	test_question_testing_Causation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Causation. Do not mark any words or phrases.	3																								[]	[]	[]
5ae0c910eb6040000153bea8	Computer_Science_tweet_32_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Read @username study in @username about big data stored in a drop of DNA: ""><b>Finding:</b></span> Read @username study in @username about big data stored in a drop of DNA: "		1																							[]	[]	[]
