user	instance_id	displayed_text	how-causal-is-the-finding:::Causation	how-causal-is-the-finding:::No mention of a relation	how-causal-is-the-finding:::Explicitly states: no relation	how-causal-is-the-finding:::Correlation	How satisfied do you feel about your experience participating in our study?:::scale_1	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_5	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	I carefully went over the examples and the instructions.:::Yes	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Causation	span_annotation:::Explicit mentions of no relation	span_annotation:::Correlation
5f491a3555e3b941751215e2	Psychology_tweet_4_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Finally, our study only evaluated the temporal sequence that starts with ophthalmic conditions followed by AD and not vice-versa thus we are unable to assess whether increased risk for ophthalmic conditions may exist in individuals with AD. In summary, glaucoma, AMD, and DR are associated with increased AD risk, whereas cataract is not. Subsequent studies of ophthalmic diseases in relation to AD and dementia may provide important insights into shared pathological pathways, thus enabling better techniques to prevent and treat.""><b>Finding:</b></span> In summary, glaucoma, AMD, and DR are associated with increased AD risk, whereas cataract is not."				2																					[]	[{'start': 787, 'end': 810, 'span': 'whereas cataract is not', 'annotation': 'Explicit mentions of no relation'}]	[{'start': 752, 'end': 767, 'span': 'associated with', 'annotation': 'Correlation'}]
5f491a3555e3b941751215e2	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]
5f491a3555e3b941751215e2	Psychology_tweet_70_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The music training group also exhibited earlier emergence of the adult cortical response, suggesting that in-school music accelerates neurodevelopment. These changes seem to benefit literacy skills: both groups improved in phonological awareness relative to the general population, but the music training group improved more compared with the active controls. Our results support the notion that the adolescent brain remains receptive to training, underscoring the importance of enrichment during teenage years.""><b>Finding:</b></span> These changes seem to benefit literacy skills: both groups improved in phonological awareness relative to the general population, but the music training group improved more compared with the active controls."	3																								[{'start': 708, 'end': 723, 'span': 'seem to benefit', 'annotation': 'Causation'}, {'start': 753, 'end': 761, 'span': 'improved', 'annotation': 'Causation'}, {'start': 832, 'end': 861, 'span': 'music training group improved', 'annotation': 'Causation'}]	[]	[]
5f491a3555e3b941751215e2	Psychology_423_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: They found that when the weight of the cutlery confirms expectations (e.g. a plastic spoon is light), yoghurt seemed denser and more expensive. Color contrast is also an important factor: white yoghurt when eaten from a white spoon was rated sweeter, more liked, and more expensive than pink-colored yoghurt.""><b>Finding:</b></span> a plastic spoon is light), yoghurt seemed denser and more expensive."		1																							[]	[]	[]
5f491a3555e3b941751215e2	Psychology_247_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Also, the likelihood of a pregnancy being unplanned may increase with the number of children a woman already has -- and this brings its own stresses."" Compared to men, women gain more in happiness in expectation of, and right after, the birth of a child. Women also have steeper drops in their happiness than men between the year of the birth and the year afterward, possibly because of the larger initial gain.""><b>Finding:</b></span> Compared to men, women gain more in happiness in expectation of, and right after, the birth of a child."				2																					[]	[]	[{'start': 633, 'end': 665, 'span': 'Compared to men, women gain more', 'annotation': 'Correlation'}]
5f491a3555e3b941751215e2	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]
600ab5dd7e033d000c847887	test_question_testing_No mention of a relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select No mention of a relation. Do not mark any words or phrases.		1																							[]	[]	[]
600ab5dd7e033d000c847887	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]
600ab5dd7e033d000c847887	Psychology_tweet_71_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""The study of more than 340,000 boys in Denmark found that circumcision raised the overall chances of an autism... ""><b>Finding:</b></span> ""The study of more than 340,000 boys in Denmark found that circumcision raised the overall chances of an autism... "	3																								[]	[]	[]
600ab5dd7e033d000c847887	Psychology_423_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: There was a significant effect of Spoon Weight on the perceived density of the yoghurt (F 1,34 = 4.280, P = .046, eta 2 p = .112, see Figure 1a ). There was also a significant effect of Spoon Weight on the perceived expensiveness of the yoghurt (F 1,34 = 4.413, P = .043, eta 2 p = .115, see Figure 1b ). The sampled yoghurt was rated as tasting denser and more expensive when sampled from the lighter spoons, as compared to the visually identical but heavier spoon.""><b>Finding:</b></span> There was also a significant effect of Spoon Weight on the perceived expensiveness of the yoghurt (F 1,34 = 4.413, P = .043, eta 2 p = .115, see Figure 1b )."	3																								[]	[]	[]
600ab5dd7e033d000c847887	test_question_testing_Explicitly states: no relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Explicitly states: no relation. Do not mark any words or phrases.			4																						[]	[]	[]
600ab5dd7e033d000c847887	Psychology_22_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Analysis showed a significant positive association between corporal punishment and physical perpetration of dating violence (OR 1.30, 95% CI 1.07-1.59). Even after controlling for sex, ethnicity, age, parental education, and child physical abuse, childhood corporal punishment was associated significantly with physical dating violence perpetration (aOR 1.29, 95% CI 1.02-1.62). The finding that childhood corporal punishment was associated with perpetration of young adult physical dating violence, even after controlling for several demographic variables and childhood physical abuse, adds to the growing literature demonstrating deleterious outcomes associated with corporal punishment.""><b>Finding:</b></span> Even after controlling for sex, ethnicity, age, parental education, and child physical abuse, childhood corporal punishment was associated significantly with physical dating violence perpetration (aOR 1.29, 95% CI 1.02-1.62)."				2																					[]	[]	[]
600ab5dd7e033d000c847887	Experience.html	Experience								4			3					3									[]	[]	[]
600ab5dd7e033d000c847887	Psychology_tweet_70_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Musical training improves literacy skills in adolescents
 |  ""><b>Finding:</b></span> Musical training improves literacy skills in adolescents
 |  "	3																								[]	[]	[]
600ab5dd7e033d000c847887	Psychology_247_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: These might explain why women anticipate a first birth more than men, with stronger happiness increases prior to and around the birth and a larger drop afterward. A potentially important physiological factor may be the increased levels of the hormone oxytocin during pregnancy and after birth . Qualitative information on work-family conflict, planning status of births, and instrumental support would be useful to further our understanding of the social mechanisms.""><b>Finding:</b></span> A potentially important physiological factor may be the increased levels of the hormone oxytocin during pregnancy and after birth ."	3																								[]	[]	[]
600ab5dd7e033d000c847887	Psychology_tweet_71_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Again, any impact of such exposure misclassification would likely be non-differential, thus contributing to a conservative assessment of the link between circumcision and ASD risk. The observed 80-83% increase in ASD risk among 0-to 4-year-old circumcised boys is therefore unlikely to be an overestimate. Limitations with respect to the outcome variables (ASD, hyperactivity disorder and asthma) also need consideration.""><b>Finding:</b></span> The observed 80-83% increase in ASD risk among 0-to 4-year-old circumcised boys is therefore unlikely to be an overestimate."	3																								[]	[]	[]
600ab5dd7e033d000c847887	Psychology_22_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: About 19 percent said they had committed some form of dating violence and 69 percent said they were physically punished during childhood. The study identified a significant association between corporal punishment during childhood and violence toward dating partners in adulthood. Specifically, people who got spanked as kids had a 29 percent higher risk for perpetrating dating violence, the findings showed.""><b>Finding:</b></span> The study identified a significant association between corporal punishment during childhood and violence toward dating partners in adulthood."	3																								[]	[]	[]
600ab5dd7e033d000c847887	Psychology_tweet_4_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Finally, our study only evaluated the temporal sequence that starts with ophthalmic conditions followed by AD and not vice-versa thus we are unable to assess whether increased risk for ophthalmic conditions may exist in individuals with AD. In summary, glaucoma, AMD, and DR are associated with increased AD risk, whereas cataract is not. Subsequent studies of ophthalmic diseases in relation to AD and dementia may provide important insights into shared pathological pathways, thus enabling better techniques to prevent and treat.""><b>Finding:</b></span> In summary, glaucoma, AMD, and DR are associated with increased AD risk, whereas cataract is not."				2																					[]	[]	[]
600ab5dd7e033d000c847887	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]
600ab5dd7e033d000c847887	Psychology_tweet_70_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The music training group also exhibited earlier emergence of the adult cortical response, suggesting that in-school music accelerates neurodevelopment. These changes seem to benefit literacy skills: both groups improved in phonological awareness relative to the general population, but the music training group improved more compared with the active controls. Our results support the notion that the adolescent brain remains receptive to training, underscoring the importance of enrichment during teenage years.""><b>Finding:</b></span> These changes seem to benefit literacy skills: both groups improved in phonological awareness relative to the general population, but the music training group improved more compared with the active controls."				2																					[]	[]	[]
600ab5dd7e033d000c847887	Psychology_423_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: They found that when the weight of the cutlery confirms expectations (e.g. a plastic spoon is light), yoghurt seemed denser and more expensive. Color contrast is also an important factor: white yoghurt when eaten from a white spoon was rated sweeter, more liked, and more expensive than pink-colored yoghurt.""><b>Finding:</b></span> a plastic spoon is light), yoghurt seemed denser and more expensive."		1																							[]	[]	[]
600ab5dd7e033d000c847887	Psychology_247_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Also, the likelihood of a pregnancy being unplanned may increase with the number of children a woman already has -- and this brings its own stresses."" Compared to men, women gain more in happiness in expectation of, and right after, the birth of a child. Women also have steeper drops in their happiness than men between the year of the birth and the year afterward, possibly because of the larger initial gain.""><b>Finding:</b></span> Compared to men, women gain more in happiness in expectation of, and right after, the birth of a child."	3																								[]	[]	[]
600ab5dd7e033d000c847887	Psychology_tweet_4_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Eye diseases have been linked to the development of Alzheimer's disease in a new study. Glaucoma, age-related macular degeneration, and diabetic retinopathy were associated with increased Alzheimer's... ""><b>Finding:</b></span> Eye diseases have been linked to the development of Alzheimer's disease in a new study. Glaucoma, age-related macular degeneration, and diabetic retinopathy were associated with increased Alzheimer's... "				2																					[]	[]	[]
60f20b80b7f3de8c8f448c0c	test_question_testing_No mention of a relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select No mention of a relation. Do not mark any words or phrases.		1																							[]	[]	[]
60f20b80b7f3de8c8f448c0c	Psychology_tweet_141_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Finally, our work has practical implications concerning how in everyday life groups and individuals who advocate a more impartial, welfare-maximising consequentialist approach to moral decisionssuch as the ""effective altruism"" movement -might expect to be perceived, and how this might limit their advocacy. In this way, the consequentialist action in our impartiality dilemmas we used in this study -and especially the spending money variant -directly match onto the action that we should do on effective altruism principles. Our work suggests that effective altruists may face stumbling blocks in how they are perceived by others and that, while receiving far less criticism than consequentialists can receive for endorsing instrumental harm, this may still have harmful consequences for how the movement is perceived and therefore, presumably, how many people join the movement and adopt its principles.""><b>Finding:</b></span> In this way, the consequentialist action in our impartiality dilemmas we used in this study -and especially the spending money variant -directly match onto the action that we should do on effective altruism principles."			4																						[]	[]	[]
60f20b80b7f3de8c8f448c0c	Psychology_61_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In the brains of those living with depressive problems, they discovered a strong connection between the dorsolateral prefrontal cortex (associated with short-term memory), the precuneus (associated with the self), and the lateral orbitofrontal cortex (associated with negative emotion). The analysis showed that these functional connectivities underlie the relation between depressive problems and sleep quality. The researchers conclude that increased functional connectivity among these brain regions provides a neural basis for how depression is related to poor sleep quality.""><b>Finding:</b></span> The analysis showed that these functional connectivities underlie the relation between depressive problems and sleep quality."				2																					[]	[]	[]
60f20b80b7f3de8c8f448c0c	Psychology_9_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Risk was particularly high for infantile autism before the age of five, at least in epidemiology. The researchers say that the pain associated with circumcision in very young babies is likely to be more severe during the operation and post-operatively. ""Given the widespread practice of non-therapeutic circumcision in infancy and childhood around the world, our findings should prompt other researchers to examine the possibility that circumcision trauma in infancy or early childhood might carry an increased risk of serious neurodevelopmental and psychological consequences.""""><b>Finding:</b></span> The researchers say that the pain associated with circumcision in very young babies is likely to be more severe during the operation and post-operatively."	3																								[]	[]	[]
60f20b80b7f3de8c8f448c0c	Psychology_264_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Overall, 42 percent of the participants reported having casual sex. The researchers found that students who engaged in casual sex reported higher overall wellbeing. They also reported having less stress and better emotional health.""><b>Finding:</b></span> The researchers found that students who engaged in casual sex reported higher overall wellbeing."				2																					[]	[]	[]
60f20b80b7f3de8c8f448c0c	Psychology_162_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""The ad has to be plausible to the consumer for it have any effect,"" Reczek said. While the advertising industry has been reluctant to tout its use of targeted ads because of privacy concerns, this research suggests there may be benefits for companies that indicate to consumers that they are sending ads meant specifically for them. ""If you're a person who goes out hiking occasionally and you see a behaviorally targeted ad for hiking boots that suggests you're rugged and outdoorsy, our results suggest you will feel more outdoorsy and then be more likely to buy that product,"" Reczek said.""><b>Finding:</b></span> While the advertising industry has been reluctant to tout its use of targeted ads because of privacy concerns, this research suggests there may be benefits for companies that indicate to consumers that they are sending ads meant specifically for them."			4																						[]	[]	[]
60f20b80b7f3de8c8f448c0c	test_question_testing_Explicitly states: no relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Explicitly states: no relation. Do not mark any words or phrases.			4																						[]	[]	[]
60f20b80b7f3de8c8f448c0c	Psychology_162_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This desire for consistency may have contributed to our results. Finally, future research could explore whether an advertisement has to designate explicitly that it has been behaviorally targeted through words or icons (as we have done in our studies) or if there are more subtle cues that lead consumers to believe that an ad has been behaviorally targeted. In the absence of this explicit labeling (or the understanding of it), there could be psychologically interesting predictors of believing a given ad has been behaviorally targeted, including whether the implied label is positive (vs. negative) or relevant to a central identity for that consumer.""><b>Finding:</b></span> Finally, future research could explore whether an advertisement has to designate explicitly that it has been behaviorally targeted through words or icons (as we have done in our studies) or if there are more subtle cues that lead consumers to believe that an ad has been behaviorally targeted."		1																							[]	[]	[]
60f20b80b7f3de8c8f448c0c	Psychology_264_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Average proportion of weeks with casual sex was .09 (SD ¼ .18) per participant; 44% of those with at least one casual sex week reported only one such week (ranging 1-9 weeks). Hierarchical linear models (HLM) indicated that after controlling for demographics, higher sociosexuality was linked to a significantly higher likelihood of engaging in weekly casual sex, odds ratio (OR) ¼ 2.31 [1.84, 2.89], p < .001; the interaction with gender was not significant, OR ¼ 0.91 [0.74, 1.13]. Only 16% of those scoring below the median on sociosexuality engaged in casual sex over the 12 weeks compared to 55% of those scoring above the median.""><b>Finding:</b></span> Hierarchical linear models (HLM) indicated that after controlling for demographics, higher sociosexuality was linked to a significantly higher likelihood of engaging in weekly casual sex, odds ratio (OR) ¼ 2.31 [1.84, 2.89], p < .001; the interaction with gender was not significant, OR ¼ 0.91 [0.74, 1.13]."				2																					[]	[]	[]
60f20b80b7f3de8c8f448c0c	Experience.html	Experience									5			2						4							[]	[]	[]
60f20b80b7f3de8c8f448c0c	Psychology_463_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Strategies for improving employment outcomes might include providing work experiences during high school, deliberate matching of capabilities to job types during transition planning, attention to the vulnerabilities of disadvantaged youth with ASD during and beyond transition, and increased flexibility of institutional supports provided over the occupational life course. Given expectations for continued growth in the number of young adults with an ASD entering adulthood, urgent consideration should be given to employment preparation that is consistent with the current labor market in order to facilitate employment and minimize costs to society. Future research is needed to determine how training provided during secondary school, in addition to postsecondary vocational education and rehabilitation services, contributes to future employment.""><b>Finding:</b></span> Given expectations for continued growth in the number of young adults with an ASD entering adulthood, urgent consideration should be given to employment preparation that is consistent with the current labor market in order to facilitate employment and minimize costs to society."			4																						[]	[]	[]
60f20b80b7f3de8c8f448c0c	Psychology_tweet_141_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Being consequentialist may harm how we are perceived by others - New study from Crockett Lab! ""><b>Finding:</b></span> Being consequentialist may harm how we are perceived by others - New study from Crockett Lab! "				2																					[]	[]	[]
60f20b80b7f3de8c8f448c0c	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]
60f20b80b7f3de8c8f448c0c	Psychology_61_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The results show that both poor sleep quality and depressive problems are significantly positively correlated with functional connectivities involving the lateral orbitofrontal cortex, the dorsolateral prefrontal cortex, the cingulate cortex, and the precuneus. Further, a mediation analysis showed that the functional connectivity links between the brain areas identified played a significant role in the association of depressive problems with poor sleep quality. Much smaller associations were found in the reverse direction; that is, the associations of sleep quality with depressive problems mediated by these links were less significant.""><b>Finding:</b></span> Further, a mediation analysis showed that the functional connectivity links between the brain areas identified played a significant role in the association of depressive problems with poor sleep quality."	3																								[]	[]	[]
60f20b80b7f3de8c8f448c0c	Psychology_9_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: , , 4 Regardless of surgical method, circumcision causes some level of pain and discomfort at the operation table and for several days after until wound healing has completed. 5 The procedural pain associated with neonatal circumcision is plausibly more severe and the postoperative pain of longer duration than in older children and adults, because the foreskin of most neonates must be forcefully separated from the glans to which it is fused before it can be cut off. Older children whose foreskins have already spontaneously separated from the glans will only experience the pain associated with the foreskin incision.""><b>Finding:</b></span> 5 The procedural pain associated with neonatal circumcision is plausibly more severe and the postoperative pain of longer duration than in older children and adults, because the foreskin of most neonates must be forcefully separated from the glans to which it is fused before it can be cut off."		1																							[]	[]	[]
60f20b80b7f3de8c8f448c0c	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]
60f20b80b7f3de8c8f448c0c	Psychology_463_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""This study highlights the particular difficulty that youth with autism are having during the transition into adulthood, especially youth from poorer households who are more likely to be disengaged from the services needed to secure and maintain a job. ""At the same time, half of young adults with an ASD did become employed, including youth with more challenging levels of impairment. This finding gives us hope for what might be possible with more effective preparation for employment, transition practices and workplace supports.""""><b>Finding:</b></span> ""At the same time, half of young adults with an ASD did become employed, including youth with more challenging levels of impairment."		1																							[]	[]	[]
5b8e8feeee5b0500010f16d0	test_question_testing_No mention of a relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select No mention of a relation. Do not mark any words or phrases.		1																							[]	[]	[]
5b8e8feeee5b0500010f16d0	Psychology_tweet_141_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Finally, our work has practical implications concerning how in everyday life groups and individuals who advocate a more impartial, welfare-maximising consequentialist approach to moral decisionssuch as the ""effective altruism"" movement -might expect to be perceived, and how this might limit their advocacy. In this way, the consequentialist action in our impartiality dilemmas we used in this study -and especially the spending money variant -directly match onto the action that we should do on effective altruism principles. Our work suggests that effective altruists may face stumbling blocks in how they are perceived by others and that, while receiving far less criticism than consequentialists can receive for endorsing instrumental harm, this may still have harmful consequences for how the movement is perceived and therefore, presumably, how many people join the movement and adopt its principles.""><b>Finding:</b></span> In this way, the consequentialist action in our impartiality dilemmas we used in this study -and especially the spending money variant -directly match onto the action that we should do on effective altruism principles."		1																							[]	[]	[]
5b8e8feeee5b0500010f16d0	Psychology_61_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In the brains of those living with depressive problems, they discovered a strong connection between the dorsolateral prefrontal cortex (associated with short-term memory), the precuneus (associated with the self), and the lateral orbitofrontal cortex (associated with negative emotion). The analysis showed that these functional connectivities underlie the relation between depressive problems and sleep quality. The researchers conclude that increased functional connectivity among these brain regions provides a neural basis for how depression is related to poor sleep quality.""><b>Finding:</b></span> The analysis showed that these functional connectivities underlie the relation between depressive problems and sleep quality."	3																								[{'start': 818, 'end': 847, 'span': 'underlie the relation between', 'annotation': 'Causation'}]	[]	[]
5b8e8feeee5b0500010f16d0	Psychology_9_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Risk was particularly high for infantile autism before the age of five, at least in epidemiology. The researchers say that the pain associated with circumcision in very young babies is likely to be more severe during the operation and post-operatively. ""Given the widespread practice of non-therapeutic circumcision in infancy and childhood around the world, our findings should prompt other researchers to examine the possibility that circumcision trauma in infancy or early childhood might carry an increased risk of serious neurodevelopmental and psychological consequences.""""><b>Finding:</b></span> The researchers say that the pain associated with circumcision in very young babies is likely to be more severe during the operation and post-operatively."				2																					[]	[]	[{'start': 851, 'end': 861, 'span': 'associated', 'annotation': 'Correlation'}]
5b8e8feeee5b0500010f16d0	Psychology_264_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Overall, 42 percent of the participants reported having casual sex. The researchers found that students who engaged in casual sex reported higher overall wellbeing. They also reported having less stress and better emotional health.""><b>Finding:</b></span> The researchers found that students who engaged in casual sex reported higher overall wellbeing."				2																					[]	[]	[]
5b8e8feeee5b0500010f16d0	Psychology_162_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""The ad has to be plausible to the consumer for it have any effect,"" Reczek said. While the advertising industry has been reluctant to tout its use of targeted ads because of privacy concerns, this research suggests there may be benefits for companies that indicate to consumers that they are sending ads meant specifically for them. ""If you're a person who goes out hiking occasionally and you see a behaviorally targeted ad for hiking boots that suggests you're rugged and outdoorsy, our results suggest you will feel more outdoorsy and then be more likely to buy that product,"" Reczek said.""><b>Finding:</b></span> While the advertising industry has been reluctant to tout its use of targeted ads because of privacy concerns, this research suggests there may be benefits for companies that indicate to consumers that they are sending ads meant specifically for them."				2																					[]	[]	[{'start': 1007, 'end': 1022, 'span': 'may be benefits', 'annotation': 'Correlation'}]
5b8e8feeee5b0500010f16d0	test_question_testing_Causation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Causation. Do not mark any words or phrases.	3																								[]	[]	[]
5b8e8feeee5b0500010f16d0	Psychology_162_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This desire for consistency may have contributed to our results. Finally, future research could explore whether an advertisement has to designate explicitly that it has been behaviorally targeted through words or icons (as we have done in our studies) or if there are more subtle cues that lead consumers to believe that an ad has been behaviorally targeted. In the absence of this explicit labeling (or the understanding of it), there could be psychologically interesting predictors of believing a given ad has been behaviorally targeted, including whether the implied label is positive (vs. negative) or relevant to a central identity for that consumer.""><b>Finding:</b></span> Finally, future research could explore whether an advertisement has to designate explicitly that it has been behaviorally targeted through words or icons (as we have done in our studies) or if there are more subtle cues that lead consumers to believe that an ad has been behaviorally targeted."		1																							[]	[]	[]
5b8e8feeee5b0500010f16d0	Psychology_264_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Average proportion of weeks with casual sex was .09 (SD ¼ .18) per participant; 44% of those with at least one casual sex week reported only one such week (ranging 1-9 weeks). Hierarchical linear models (HLM) indicated that after controlling for demographics, higher sociosexuality was linked to a significantly higher likelihood of engaging in weekly casual sex, odds ratio (OR) ¼ 2.31 [1.84, 2.89], p < .001; the interaction with gender was not significant, OR ¼ 0.91 [0.74, 1.13]. Only 16% of those scoring below the median on sociosexuality engaged in casual sex over the 12 weeks compared to 55% of those scoring above the median.""><b>Finding:</b></span> Hierarchical linear models (HLM) indicated that after controlling for demographics, higher sociosexuality was linked to a significantly higher likelihood of engaging in weekly casual sex, odds ratio (OR) ¼ 2.31 [1.84, 2.89], p < .001; the interaction with gender was not significant, OR ¼ 0.91 [0.74, 1.13]."				2																					[]	[]	[{'start': 928, 'end': 937, 'span': 'linked to', 'annotation': 'Correlation'}]
5b8e8feeee5b0500010f16d0	Experience.html	Experience						3						2						4							[]	[]	[]
5b8e8feeee5b0500010f16d0	Psychology_463_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Strategies for improving employment outcomes might include providing work experiences during high school, deliberate matching of capabilities to job types during transition planning, attention to the vulnerabilities of disadvantaged youth with ASD during and beyond transition, and increased flexibility of institutional supports provided over the occupational life course. Given expectations for continued growth in the number of young adults with an ASD entering adulthood, urgent consideration should be given to employment preparation that is consistent with the current labor market in order to facilitate employment and minimize costs to society. Future research is needed to determine how training provided during secondary school, in addition to postsecondary vocational education and rehabilitation services, contributes to future employment.""><b>Finding:</b></span> Given expectations for continued growth in the number of young adults with an ASD entering adulthood, urgent consideration should be given to employment preparation that is consistent with the current labor market in order to facilitate employment and minimize costs to society."		1																							[]	[]	[]
5b8e8feeee5b0500010f16d0	Psychology_tweet_141_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Being consequentialist may harm how we are perceived by others - New study from Crockett Lab! ""><b>Finding:</b></span> Being consequentialist may harm how we are perceived by others - New study from Crockett Lab! "				2																					[]	[]	[{'start': 299, 'end': 307, 'span': 'may harm', 'annotation': 'Correlation'}]
5b8e8feeee5b0500010f16d0	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]
