user	instance_id	displayed_text	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	Level-of-generality:::Finding B	Level-of-generality:::They are at the same level of generality	Level-of-generality:::Finding A	I carefully went over the examples and the instructions.:::Yes	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_5	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	How confident are you that you performed well in the task?:::scale_5	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_2	How confident are you that you performed well in the task?:::scale_1	Please feel free to leave any comments about our study (optional):::text_box
5f8893a5e2f88a04b1833278	Medicine_95	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: The research may have applications in a clinical setting for protecting premature infants from a range of intestinal diseases including necrotizing enterocolitis (NEC), a condition that is the second most common cause of death among premature infants in the United States. The researchers emphasized that the finding does not suggest that breast milk from mothers without an active copy of the gene is less nourishing or healthy. Rather, it conveys the subtle and elegant choreography of one part of the human microbiome: The relationships between the mothers' genetics, the composition of her breast milk and the development of thier infants' gut microbiota.""><b>Finding A:</b></span> The researchers emphasized that the finding does not suggest that breast milk from mothers without an active copy of the gene is less nourishing or healthy.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: However, it may be that only some bifidobacterial species would possess this advantage, due to differences in abilities of various species to consume fucosylated substrates. In aggregate, the bifidobacterial species distribution did not differ greatly between secretor-fed infants and non-secretor-fed infants. As the species of bifidobacteria present within an infant are dependent on environmental exposure, we tentatively conclude that this subset of geographically co-located infants was exposed to similar sets of bifidobacterial species.""><b>Finding B:</b></span> In aggregate, the bifidobacterial species distribution did not differ greatly between secretor-fed infants and non-secretor-fed infants."				2																		
5f8893a5e2f88a04b1833278	Medicine_tweet_183	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Use of #antipsychotic meds increased among teens &amp; young adults from 2006-2010 but not among kids 12 or younger. ""><b>Finding A:</b></span> Use of #antipsychotic meds increased among teens &amp; young adults from 2006-2010 but not among kids 12 or younger. <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: There was a rise in antipsychotic use during childhood that extended into adolescence for females, followed by a plateau and a decline during the transition to early adulthood. This age profile refines earlier reports of steadily increasing rates of antipsychotic use across multiyear developmental categories of childhood to adolescence 28 to early adulthood. 29 A peak in antipsychotic use among males aged 11 to 17 years fits with treatment of conduct problems that commonly occur during adolescence.""><b>Finding B:</b></span> This age profile refines earlier reports of steadily increasing rates of antipsychotic use across multiyear developmental categories of childhood to adolescence 28 to early adulthood."					3																	
5f8893a5e2f88a04b1833278	Consent.html	Consent	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																			
5f8893a5e2f88a04b1833278	Medicine_340	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: The highest concentrations of methane were at the point where the river emerges from beneath the glacier. Further analysis allowed them to find the exact sources of the methane--microbiological activity on the glacier bed. Researchers say that while the study only focuses on Solheimajokull and Katla, there are many other ice-covered active volcanoes that could produce methane in a similar way.""><b>Finding A:</b></span> Further analysis allowed them to find the exact sources of the methane--microbiological activity on the glacier bed.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: As the most enriched values exceed the geogenic range, the observed isotopic signatures cannot be explained by a mixture of biogenic and geogenic methane (Fig. Extensive potential for methanotrophic activity, as evidenced through the incubation of sediments under oxidizing conditions (see Supplementary Fig. S2 ), likely explains the isotopic fractionation trajectory away from the microbial end member signature.""><b>Finding B:</b></span> Extensive potential for methanotrophic activity, as evidenced through the incubation of sediments under oxidizing conditions (see Supplementary Fig."				2																		
5f8893a5e2f88a04b1833278	Medicine_tweet_58	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: A prospective study of cerebral, frontal &amp; temporal lobe volumes &amp; neuropsychol performance in children w cranial RT ""><b>Finding A:</b></span> A prospective study of cerebral, frontal &amp; temporal lobe volumes &amp; neuropsychol performance in children w cranial RT <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Our findings are consistent with similarly published data. We found that, similarly to the cerebral volume, the bilateral frontal and left temporal lobe volumes increased with age in all children. Interestingly, the right frontal and right temporal lobe volumes differed significantly between patients and controls, and this persisted over time, with controls having higher volumes than patients.""><b>Finding B:</b></span> We found that, similarly to the cerebral volume, the bilateral frontal and left temporal lobe volumes increased with age in all children."				2																		
5f8893a5e2f88a04b1833278	Medicine_tweet_138	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Fewer than 5 hrs of sleep had about 20% higher rate of reported a false memory &amp; other effects ""><b>Finding A:</b></span> Fewer than 5 hrs of sleep had about 20% higher rate of reported a false memory &amp; other effects <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: However, there was a significant interaction between the factors, F(1, 99) = 4.52, p = .04. Planned comparisons revealed that in the morning-encoding condition, the false memory rate was significantly higher in the sleep-deprived group than in the rested group, t(51) = 2.01, p = .04 (two-tailed), Cohen's d = 0.56. However, in the evening-encoding condition, there was no significant difference in the false memory rate between sleep-deprived and rested participants, t(52) = 0.98, p = .33 (Fig.""><b>Finding B:</b></span> Planned comparisons revealed that in the morning-encoding condition, the false memory rate was significantly higher in the sleep-deprived group than in the rested group, t(51) = 2.01, p = .04 (two-tailed), Cohen's d = 0.56."						1																
5f8893a5e2f88a04b1833278	Medicine_53	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Lastly, a tumor could be established in the egg using tumor samples from ovarian cancer patients and that our nanoparticles were effective in eliminating the tumor. These results point to the remarkable efficacy of our nanoparticle based drug delivery system and suggests the value of the chicken egg tumor model for testing novel therapies for ovarian cancer."" ""We were surprised when the tumor was formed in three days,"" notes Dr. Tamanoi.""><b>Finding A:</b></span> These results point to the remarkable efficacy of our nanoparticle based drug delivery system and suggests the value of the chicken egg tumor model for testing novel therapies for ovarian cancer.""<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Furthermore, we observed excellent tumor accumulation of the nanoparticles. Lastly, a tumor could be established in the egg using tumor samples from ovarian cancer patients and that our nanoparticles were effective in eliminating the tumor. These results point to the remarkable efficacy of our nanoparticle based drug delivery system and suggests the value of the chicken egg tumor model for testing novel therapies for ovarian cancer.""><b>Finding B:</b></span> Lastly, a tumor could be established in the egg using tumor samples from ovarian cancer patients and that our nanoparticles were effective in eliminating the tumor."				2																		
5f8893a5e2f88a04b1833278	Generalization Examples.html	Generalization Examples							I carefully went over the examples and the instructions.:::Yes															
5f8893a5e2f88a04b1833278	Medicine_tweet_28	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Lower results on IQ tests are associated with higher consumption of alcohol.  ""><b>Finding A:</b></span> Lower results on IQ tests are associated with higher consumption of alcohol.  <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: It should be noted that the authors report a skewed study population with regard to low socioeconomic position . They found a J-shaped association between frequency of drinking and IQ test results, where the daily drinkers had the lowest IQ. A higher IQ was associated with being a rare, an occasional, and a moderate drinker, whereas there was a lower IQ for being a former drinker compared with being a lifetime abstainer.""><b>Finding B:</b></span> They found a J-shaped association between frequency of drinking and IQ test results, where the daily drinkers had the lowest IQ."						1																
5f8893a5e2f88a04b1833278	test_question_testing_Finding B	<b>Finding A:</b> Magnesium potentially has many health benefits.<br><b>Finding B:</b> This is a test question, please select Finding B.				2																		
5f8893a5e2f88a04b1833278	Experience.html	Experience									5				3								1	
5f8893a5e2f88a04b1833278	Medicine_tweet_97	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Important paper out today with @username. Male infants and birth complications increase incidence of PND.  #pnd #ppd #babyboy #obgyn #episiotomy #csection #difficultbirth #inflammation #evolutionarymedicine""><b>Finding A:</b></span> Important paper out today with @username. Male infants and birth complications increase incidence of PND.  #pnd #ppd #babyboy #obgyn #episiotomy #csection #difficultbirth #inflammation #evolutionarymedicine<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: We found the odds of PND increased by 71-79% when male infants were born compared to female infants. The occurrence of birth complications increased the odds of PND by 174% compared to having no complications. Testing for interaction effects found that, while always at increased risk of PND, women with a tendency towards symptoms of depression, anxiety, and stress at other points in the life course had reduced odds of PND when experiencing birth complications, suggesting such women may elicit greater support.""><b>Finding B:</b></span> We found the odds of PND increased by 71-79% when male infants were born compared to female infants."						1																
5f8893a5e2f88a04b1833278	Medicine_430	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Despite the fact that the recommended amount of sleep for adolescents is nine hours, students from lower-income families and ethnic minorities did not report having more than seven hours of sleep a night. While the reasons for the difference in sleep times is unclear, it could be due to housing quality, obesity, and conditions that disrupt sleep, as well as worrying about money, of course. Interestingly, the study also found that students from middle and higher-income families who had parents that received a high school education regularly had more than seven hours of sleep per night.""><b>Finding A:</b></span> While the reasons for the difference in sleep times is unclear, it could be due to housing quality, obesity, and conditions that disrupt sleep, as well as worrying about money, of course.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Thus, these data indicate that adolescent sleep is declining across all age groups and major sociodemographic subgroups. Cohort effects were also observed for some subgroups, particularly in $7 hours of sleep for male subjects, white subjects, and those in urban areas; those in the earliest cohorts, as well as cohorts born in the early 1990s, were more likely to report regular $7 hours of sleep compared with all other adolescents. Third, we documented that girls are less likely to regularly report $7 hours of sleep and to feel they get adequate sleep, as are black/Hispanic adolescents and those in lower SES strata.""><b>Finding B:</b></span> Cohort effects were also observed for some subgroups, particularly in $7 hours of sleep for male subjects, white subjects, and those in urban areas; those in the earliest cohorts, as well as cohorts born in the early 1990s, were more likely to report regular $7 hours of sleep compared with all other adolescents."						1																
5f8893a5e2f88a04b1833278	Medicine_tweet_43	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Thrilled that our new paper is out @username:  In this work with Dan Schacter and @username, we show that episodic simulations can form real-life attitudes and how this is supported by affective representations in the vmPFC. 1/5 ""><b>Finding A:</b></span> Thrilled that our new paper is out @username:  In this work with Dan Schacter and @username, we show that episodic simulations can form real-life attitudes and how this is supported by affective representations in the vmPFC. 1/5 <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Such evaluative conditioning forms attitudes by changing the liking of the CS to align with the valence of the UCS . By this process, episodic simulations modify attitudes toward the very elements that the simulations had been based on, thus influencing how we evaluate our real-life environment. Our hypothesis assigns a key role to the vmPFC in mediating such presumed attitude change.""><b>Finding B:</b></span> By this process, episodic simulations modify attitudes toward the very elements that the simulations had been based on, thus influencing how we evaluate our real-life environment."				2																		
5f8893a5e2f88a04b1833278	Medicine_79	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: At higher doses, any differences between women who took vitamin D and those who didn't were too small to rule out the possibility that they were due to chance. Taking vitamin D during pregnancy was safe, with no extra fetal or neonatal mortality, congenital abnormality, or critical illness at birth, said senior author Dr. Shu Qin Wei of the University of Montreal, Canada. And supplementation reduced infants' risk of being small for gestational age and improved their calcium levels and growth in the first 12 months of life.""><b>Finding A:</b></span> Taking vitamin D during pregnancy was safe, with no extra fetal or neonatal mortality, congenital abnormality, or critical illness at birth, said senior author Dr. Shu Qin Wei of the University of Montreal, Canada.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: CONCLUSIONS AND RELEVANCE Vitamin D supplementation during pregnancy is associated with a reduced risk of SGA and improved infant growth without risk of fetal or neonatal mortality or congenital abnormality. Vitamin D supplementation with doses of 2000 IU/d or lower during pregnancy may reduce the risk of fetal or neonatal mortality. Low vitamin D level status during pregnancy may expose the offspring to a suboptimal nutritional environment during critical phases of fetal development and may have long-term effects on offspring health outcomes.""><b>Finding B:</b></span> Vitamin D supplementation with doses of 2000 IU/d or lower during pregnancy may reduce the risk of fetal or neonatal mortality."				2																		
5f8893a5e2f88a04b1833278	test_question_testing_Finding A	<b>Finding A:</b> Magnesium potentially has many health benefits.<br><b>Finding B:</b> This is a test question, please select Finding A.						1																
616f423e8893bea6dd1e7f52	Medicine_tweet_5	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Characterizing the healthy nasal #microbiome discovers groups of microbes that differently modulate the inflammatory response and relate differently to symptom severity in rhinoviral colds. #commoncold #immuneresponse
""><b>Finding A:</b></span> Characterizing the healthy nasal #microbiome discovers groups of microbes that differently modulate the inflammatory response and relate differently to symptom severity in rhinoviral colds. #commoncold #immuneresponse
<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: We found that nasal microbiotas of healthy adults in our study cohort grouped into six distinct clusters Staph, Cor/All, Mor, Hae, Ps/Mix, and Mixed, based on the predominant bacterial genera in the nasal microflora. The microbiota clusters appear to associate with different inflammatory response, viral titer, and symptom severity profiles in rhinovirus infection. Our study is aligned with the previous findings suggesting that the microbiota in the nose has seasonal variation.""><b>Finding B:</b></span> The microbiota clusters appear to associate with different inflammatory response, viral titer, and symptom severity profiles in rhinovirus infection."						1																
616f423e8893bea6dd1e7f52	Consent.html	Consent	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																			
616f423e8893bea6dd1e7f52	Medicine_72	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: The researchers found that 58 percent of nurses gave their hospitals an unfavorable evaluation of end-of-life care overall and 53 percent reported that patients often experience painful procedures that were unlikely to change their outcome. The nurse practice environment was the best predictor of poor-quality end-of-life care. Compared to nurses in poor-quality environments, nurses in the best environments were less likely to rate their hospital's overall end-of-life care quality unfavorably (odds ratio, 0.45).""><b>Finding A:</b></span> The nurse practice environment was the best predictor of poor-quality end-of-life care.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: The best predictor of poor quality was the nurse practice environment. Nurses in the best environments were 55% less likely than nurses in poor environments to rate their hospital's overall end-oflife care quality unfavorably (odds ratio = 0.45; 95% confidence interval = 0.39-0.52; P < .001). CONCLUSION: Quality of end-of-life care in US hospitals is imperfect and is significantly worse in hospitals with poor nurse practice environments than in hospitals with the best environments.""><b>Finding B:</b></span> The best predictor of poor quality was the nurse practice environment."					3																	
616f423e8893bea6dd1e7f52	Medicine_tweet_142	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Cost-effectiveness of #hpv #vaccines: ""><b>Finding A:</b></span> Cost-effectiveness of #hpv #vaccines: <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Because of interstate migration and the long duration between HPV infection and resultant cervical cancer, much of the benefit of vaccination will be realized beyond a state's borders. Therefore, both cervical cancer incidence and expenditure can be substantially reduced if the states coordinate policies to promote expansion of coverage, particularly for the new nonavalent vaccine. Both of these vaccines are highly efficacious against HPV-16 and HPV-18 and are partially efficacious against other non-vaccine-targeted oncogenic serotypes .""><b>Finding B:</b></span> Therefore, both cervical cancer incidence and expenditure can be substantially reduced if the states coordinate policies to promote expansion of coverage, particularly for the new nonavalent vaccine."						1																
616f423e8893bea6dd1e7f52	test_question_testing_They are at the same level of generality	<b>Finding A:</b> Magnesium potentially has many health benefits.<br><b>Finding B:</b> This is a test question, please select They are at the same level of generality.					3																	
616f423e8893bea6dd1e7f52	Medicine_458	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: New model also enables regional predictions

""What's new and unique about our model is that it can realistically illustrate many different processes,"" says Ragettli. For instance, it can take into account a whole range of factors that are decisive for hydrology, such as rain and snow volume, evaporation, groundwater and also the ways in which glaciers expand and experience changes in volume. This enables them to make precise predictions for how the water balance is likely to shift.""><b>Finding A:</b></span> For instance, it can take into account a whole range of factors that are decisive for hydrology, such as rain and snow volume, evaporation, groundwater and also the ways in which glaciers expand and experience changes in volume.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Given the multitude of control factors, often acting at relatively small scales, current projections of global glacier change models do not constrain the mechanisms underlying the variations in river flow from high-altitude catchments well . Modeling studies at a high spatiotemporal resolution and degree of process complexity are crucial to assess the impact of climate change on the hydrological balance of high-altitude catchments and to refine the projections of the coarser-scale models . Model construction and calibration benefited from extensive shortterm field campaigns, which allowed overcoming the problem of data scarcity typical of poorly accessible high-altitude regions.""><b>Finding B:</b></span> Modeling studies at a high spatiotemporal resolution and degree of process complexity are crucial to assess the impact of climate change on the hydrological balance of high-altitude catchments and to refine the projections of the coarser-scale models ."					3																	
616f423e8893bea6dd1e7f52	Medicine_420	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: ""Our data support the concept of a disease-independent development of violent aggression in people exposed to multiple pre-adult environmental risk factors,"" says Ehrenreich. ""In all cohorts, accumulation of pre-adult environmental hits was highly significantly associated with lifetime conviction for violent acts or high psychopathy and aggression-hostility scores as proxies of violent aggression and rule-breaking. Strikingly, we note that the composition of risk factors is interchangeable.""""><b>Finding A:</b></span> ""In all cohorts, accumulation of pre-adult environmental hits was highly significantly associated with lifetime conviction for violent acts or high psychopathy and aggression-hostility scores as proxies of violent aggression and rule-breaking.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Conversely, determination in peripheral blood mononuclear cells of histone-deacetylase1 mRNA as 'umbrella mediator' of epigenetic processes revealed an increase in the high-risk group, suggesting lasting epigenetic alterations. Together, we provide sound evidence of a disease-independent unfortunate relationship between well-defined pre-adult environmental hits and violent aggression, calling for more efficient prevention. Moreover, these environmental risk factors seem to contribute to abnormal behavior and to severity and onset of mental illness [1] , even though different risk factors may have different impact, dependent on the particular neuropsychiatric disease in focus.""><b>Finding B:</b></span> Together, we provide sound evidence of a disease-independent unfortunate relationship between well-defined pre-adult environmental hits and violent aggression, calling for more efficient prevention."				2																		
616f423e8893bea6dd1e7f52	Medicine_418	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: A new study on dog behavior may help us better understand how human personalities affect obesity. The scientists thought that the obese dogs would be more likely to wait for the potential high-value meal, that they would do anything for something big and tasty. However, that was not the case.""><b>Finding A:</b></span> A new study on dog behavior may help us better understand how human personalities affect obesity.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Our results also confirm that overweight dogs, as opposed to normal weight dogs, tried to maximize food intake from the higher quality food and hesitated to do the task when the food reward was uncertain. These results are very similar to those expected from the parallel models that exist between certain personality traits and being overweight in humans, suggesting that dogs are indeed a promising model for experimentally investigating obesity in humans. Dogs, due to their shared living environment with humans, may provide a beneficial model to study the causes and consequences of obesity.""><b>Finding B:</b></span> These results are very similar to those expected from the parallel models that exist between certain personality traits and being overweight in humans, suggesting that dogs are indeed a promising model for experimentally investigating obesity in humans."						1																
616f423e8893bea6dd1e7f52	Generalization Examples.html	Generalization Examples							I carefully went over the examples and the instructions.:::Yes															
616f423e8893bea6dd1e7f52	Medicine_30	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: That underlines how important it is not to start doing this until you've chatted to your doctor about it. With a daily aspirin, 57 rather than 61 people per 10,000 would be expected to suffer a heart attack or stroke; at the same time, 23 rather than 16 people per 10,000 would experience severe bleeding, on average. ""This seriously questions whether people who have not previously had heart attacks or strokes should be taking aspirin with the aim of reducing future cardiovascular events,"" Zheng told Lisa Rapaport at Reuters.""><b>Finding A:</b></span> With a daily aspirin, 57 rather than 61 people per 10,000 would be expected to suffer a heart attack or stroke; at the same time, 23 rather than 16 people per 10,000 would experience severe bleeding, on average.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Aspirin use was associated with increased risk of major bleeding (HR, In this meta-analysis of 13 trials enrolling 164 225 participants without cardiovascular disease, aspirin use was associated with reductions in the composite cardiovascular outcome consisting of cardiovascular mortality, nonfatal myocardial infarction, and nonfatal stroke. However, aspirin use was associated with an increased risk of major bleeding, intracranial bleeding, and major gastrointestinal bleeding with comparable absolute risk estimates.""><b>Finding B:</b></span> In this meta-analysis of 13 trials enrolling 164 225 participants without cardiovascular disease, aspirin use was associated with reductions in the composite cardiovascular outcome consisting of cardiovascular mortality, nonfatal myocardial infarction, and nonfatal stroke."				2																		
616f423e8893bea6dd1e7f52	test_question_testing_Finding B	<b>Finding A:</b> Magnesium potentially has many health benefits.<br><b>Finding B:</b> This is a test question, please select Finding B.				2																		
616f423e8893bea6dd1e7f52	Medicine_422	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: ""We found that 5 month old infants can match their peer's positive and negative vocalizations with the appropriate facial expression,"" says Flom. ""This is the first study to show a matching ability with an infant this young. They are exposed to affect in a peer's voice and face which is likely more familiar to them because it's how they themselves convey or communicate positive and negative emotions.""""><b>Finding A:</b></span> ""This is the first study to show a matching ability with an infant this young.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: These temporal and intensity patterns are invariant across face and voice and may specify different emotional valences which can be detected only in dynamic, moving expressions ) where changes in intensity and temporal patterns are evident. The present findings are the first to show 5-month-olds match the faces and voices of other infants on the basis of global invariant properties common to facial and vocal emotional expressions. Infants' intermodal matching of facial and vocal affective information in unfamiliar peers appears to emerge somewhat earlier (by 5 months but not 3.5 months of age) than their matching of facial and vocal affective information in unfamiliar adults (by 7 months but not 5 months of age; ) .""><b>Finding B:</b></span> The present findings are the first to show 5-month-olds match the faces and voices of other infants on the basis of global invariant properties common to facial and vocal emotional expressions."						1																
616f423e8893bea6dd1e7f52	Experience.html	Experience									5			5							4			
616f423e8893bea6dd1e7f52	Medicine_tweet_111	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Feed &amp; satiety response in INFANTS linked to obesity in childhood, this is where prevention begins @username .""><b>Finding A:</b></span> Feed &amp; satiety response in INFANTS linked to obesity in childhood, this is where prevention begins @username .<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: 25 Our findings indicate that within the same family the sibling with the higher appetite grows faster than the sibling with the lower appetite. Similar patterns are to be expected in the wider population; therefore, this study corroborates the hypothesis that a hearty appetite in infancy is a risk factor for faster weight gain. Our study has several strengths.""><b>Finding B:</b></span> Similar patterns are to be expected in the wider population; therefore, this study corroborates the hypothesis that a hearty appetite in infancy is a risk factor for faster weight gain."						1																
616f423e8893bea6dd1e7f52	Medicine_346	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: The strongest risk factors--disrupted sleep, having a mood disorder, and living in a home with a single caregiver--are not necessarily associated with ASD. ""Our results underscore the importance of a multidisciplinary approach to the assessment and treatment of children and adolescents with ASD that addresses behavioral, psychological and psychiatric, adaptive, sleep, and medical functioning in order to decrease behavioral crises and the utilization of inpatient psychiatric services,"" Righi and coauthors write in the study published in the Journal of Autism and Developmental Disorders. By employing statistical analysis techniques, the researchers were able to isolate risk factors that were independently and significantly associated with the risk of hospitalization.""><b>Finding A:</b></span> ""Our results underscore the importance of a multidisciplinary approach to the assessment and treatment of children and adolescents with ASD that addresses behavioral, psychological and psychiatric, adaptive, sleep, and medical functioning in order to decrease behavioral crises and the utilization of inpatient psychiatric services,"" Righi and coauthors write in the study published in the Journal of Autism and Developmental Disorders.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: The results of the present study are in agreement with the literature linking sleep problems with an overall more severe psychiatric presentation, but also suggest that active sleep problems can be an indicator of significant behavioral crisis. Overall, our findings emphasize the utility of thorough assessment and treatment of mood and sleep conditions, to decrease the likelihood of requiring psychiatric hospitalization. There are aspects of the study design that should be considered when interpreting the findings.""><b>Finding B:</b></span> Overall, our findings emphasize the utility of thorough assessment and treatment of mood and sleep conditions, to decrease the likelihood of requiring psychiatric hospitalization."				2																		
616f423e8893bea6dd1e7f52	Medicine_tweet_82	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: A recipe for violence? Children &amp; teenagers who grow up with one or more environmental risk factor such as urbanicity, migration, &amp; substance abuse are more likely to become a violently aggressive adult, study suggests  @username""><b>Finding A:</b></span> A recipe for violence? Children &amp; teenagers who grow up with one or more environmental risk factor such as urbanicity, migration, &amp; substance abuse are more likely to become a violently aggressive adult, study suggests  @username<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Conversely, determination in peripheral blood mononuclear cells of histone-deacetylase1 mRNA as 'umbrella mediator' of epigenetic processes revealed an increase in the high-risk group, suggesting lasting epigenetic alterations. Together, we provide sound evidence of a disease-independent unfortunate relationship between well-defined pre-adult environmental hits and violent aggression, calling for more efficient prevention. Moreover, these environmental risk factors seem to contribute to abnormal behavior and to severity and onset of mental illness [1] , even though different risk factors may have different impact, dependent on the particular neuropsychiatric disease in focus.""><b>Finding B:</b></span> Together, we provide sound evidence of a disease-independent unfortunate relationship between well-defined pre-adult environmental hits and violent aggression, calling for more efficient prevention."				2																		
