user	instance_id	displayed_text	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	Level-of-generality:::Finding B	Level-of-generality:::Finding A	Level-of-generality:::They are at the same level of generality	I carefully went over the examples and the instructions.:::Yes	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_5	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_5	How confident are you that you performed well in the task?:::scale_2	Please feel free to leave any comments about our study (optional):::text_box
617032f133b49cddf96ad317	Computer_Science_220	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Even at more informal business lunches, the majority of people thought writing a text message is rude -- 66 percent said writing or sending a text message is inappropriate. Men were nearly twice as likely as women to consider mobile phone use at a business lunch acceptable. More than 59 percent of men said it was okay to check text messages at a power lunch, compared to 34 percent of women who thought checking texts was appropriate.""><b>Finding A:</b></span> Men were nearly twice as likely as women to consider mobile phone use at a business lunch acceptable.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: This seems to indicate major generational differences. One of the more interesting findings was the major gender gap in perceived appropriateness of mobile phone actions. As far as checking text messages, sending text messages, and answering calls, men are nearly twice as accepting of these behaviors.""><b>Finding B:</b></span> One of the more interesting findings was the major gender gap in perceived appropriateness of mobile phone actions."				2																		
617032f133b49cddf96ad317	Computer_Science_40	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Similarly, 50 percent of men said it was acceptable to answer a call at a power lunch, compared to 26 percent of women. Despite the casual reputation, professionals from the West Coast were less accepting of mobile phone use in meetings than people from the East Coast. Higher-income professionals had less tolerance for smartphone use in business meetings.""><b>Finding A:</b></span> Despite the casual reputation, professionals from the West Coast were less accepting of mobile phone use in meetings than people from the East Coast.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: In formal meetings, professionals in the West were least accepting of mobile phone use during meetings. In informal meetings, professionals in the Southwest were least accepting of mobile phone use. A possible explanation for more sensitivity to mobile phone use in the Southwest may be the emphasis on hospitality and manners.""><b>Finding B:</b></span> In informal meetings, professionals in the Southwest were least accepting of mobile phone use."				2																		
617032f133b49cddf96ad317	Computer_Science_151	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Virtual Reality helped patients recall old memories by providing new stimuli difficult to achieve, due to ill health, or inaccessible within a secure environment. They found that people remember information better if it is presented to them in a virtual environment. ""This data is exciting in that it suggests that immersive environments could offer new pathways for improved outcomes in education and high-proficiency training,"" said Amitabh Varshney, Professor of Computer Science, in a survey published in the journal Virtual Reality.""><b>Finding A:</b></span> They found that people remember information better if it is presented to them in a virtual environment.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: We found that virtual memory palaces in HMD condition provide a superior memory recall ability compared to the desktop condition. We believe this is a first step in using virtual environments for creating more memorable experiences that enhance productivity through better recall of large amounts of information organized using the idea of virtual memory palaces. The technique of memory palaces provides a natural spatial mnemonic to assist in recall.""><b>Finding B:</b></span> We believe this is a first step in using virtual environments for creating more memorable experiences that enhance productivity through better recall of large amounts of information organized using the idea of virtual memory palaces."						3																
617032f133b49cddf96ad317	Computer_Science_tweet_50	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Mixed reality variations improve learning, over screen-only options. CMU researchers. ""><b>Finding A:</b></span> Mixed reality variations improve learning, over screen-only options. CMU researchers. <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: The overall results (including both the prediction and explanation items) indicated that there was a significant effect of media-type (F(1,91)=8.2, p<0.01, d=0.37). The overall improvement from pre to post was 11.3 % in the mixed-reality conditions and 2.4 % in the virtual conditions. Thus, the mixed-reality game improved learning by 4.8 times compared to the screen-only alternatives.""><b>Finding B:</b></span> The overall improvement from pre to post was 11.3 % in the mixed-reality conditions and 2.4 % in the virtual conditions."					1																	
617032f133b49cddf96ad317	Computer_Science_414	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: People with higher levels of cognitive empathy, meanwhile, had more grey matter in the midcingulate cortex. The results ""provide validation for empathy being a multi-component construct, suggesting that affective and cognitive empathy are differentially represented in brain morphometry as well as providing convergent evidence for empathy being represented by different neural and structural correlates,"" the study states. This may provide some insight as to why rich people are historically averse to providing benefits to the poor.""><b>Finding A:</b></span> The results ""provide validation for empathy being a multi-component construct, suggesting that affective and cognitive empathy are differentially represented in brain morphometry as well as providing convergent evidence for empathy being represented by different neural and structural correlates,"" the study states.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: showed that the affective component of empathy was more associated with insula activity, whereas the cognitive component of empathy was more associated with the midcingulate cortex and adjacent dorsomedial prefrontal cortex (MCC/dmPFC). This highlights a consistent neural substrate for each component of empathy. Considering our aims, peak MNI coordinates for affective (i.e., insula) and cognitive .""><b>Finding B:</b></span> This highlights a consistent neural substrate for each component of empathy."				2																		
617032f133b49cddf96ad317	Computer_Science_23	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: So, a drop in total baggage volume benefits not only the airlines that charge baggage fees but also those that do not. Southwest's improved departure time performance was not as significant as its rival airlines, which did charge for checked bags, and it appears to have hurt one of Southwest's historical competitive advantages in customer service. Southwest's ""bags fly free"" policy is likely not free based on lost opportunity cost, mostly because it could be offering more flights per day with increased boarding times due to charging for checked bags.""><b>Finding A:</b></span> Southwest's improved departure time performance was not as significant as its rival airlines, which did charge for checked bags, and it appears to have hurt one of Southwest's historical competitive advantages in customer service.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Our findings highlight factors, such as the effect of carry-on bags, that need to be incorporated in designing incentive schemes. Our research also sheds some light on the decisions made by a very operationally focused airline. When the other airlines started charging for one checked bag, Southwest Airlines' decision to not charge for bags went against their high operational service level strategy as their relative departure delay performance initially decreased.""><b>Finding B:</b></span> Our research also sheds some light on the decisions made by a very operationally focused airline."				2																		
617032f133b49cddf96ad317	Computer_Science_tweet_299	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: #BigData and #networking to detect criminal organizations in mobile phone networks @username  #LogAnalysis ""><b>Finding A:</b></span> #BigData and #networking to detect criminal organizations in mobile phone networks @username  #LogAnalysis <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: It has to be repeated m times, so the worst computational cost is O(m 2 n), or O(n 3 ) for sparse graphs. Note that, although for large networks such high computational cost makes this solution often unfeasible, for criminal networks constituted (most often) by hundreds or at most thousands of nodes, this algorithm works well. The number of the edges to be deleted can be chosen interactively.""><b>Finding B:</b></span> Note that, although for large networks such high computational cost makes this solution often unfeasible, for criminal networks constituted (most often) by hundreds or at most thousands of nodes, this algorithm works well."					1																	
617032f133b49cddf96ad317	test_question_testing_Finding A	<b>Finding A:</b> Magnesium potentially has many health benefits.<br><b>Finding B:</b> This is a test question, please select Finding A.					1																	
5e90a4514885633c5d0f97c3	Consent.html	Consent	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																			
5e90a4514885633c5d0f97c3	Experience.html	Experience											4					2				5		
5e90a4514885633c5d0f97c3	Computer_Science_406	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: The UK would join countries around the world who filter the public Internet for religious or political reasons. Given these substantial costs and limitations, it is noteworthy that there is little consistent evidence that filtering is effective at shielding young people from online sexual material. The researchers ""found that Internet filtering tools are ineffective and in most cases [and] were an insignificant factor in whether young people had seen explicit sexual content.""""><b>Finding A:</b></span> Given these substantial costs and limitations, it is noteworthy that there is little consistent evidence that filtering is effective at shielding young people from online sexual material.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Our confirmatory analyses, based on 2018 data from the United Kingdom, provided a more rigorous test of filtering effects. This delivered conclusive evidence that filters were not effective for protecting young people from online sexual material. The findings speak to the mixed results in the existing literature and suggest that both positive and null effects observed for filtering might be partially accurate.""><b>Finding B:</b></span> This delivered conclusive evidence that filters were not effective for protecting young people from online sexual material."				2																		
5e90a4514885633c5d0f97c3	Generalization Examples.html	Generalization Examples							I carefully went over the examples and the instructions.:::Yes															
5e90a4514885633c5d0f97c3	Computer_Science_404	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: The study revealed that activations in several areas in the brain belonging to the auditory, limbic, and motor regions were activated by all musical pieces. Notable, areas in the medial orbitofrontal region and the anterior cingulate cortex, which are relevant for self-referential appraisal and aesthetic judgments, were found to be activated during the listening. A further interesting finding was that vocal and instrumental music were processed differently.""><b>Finding A:</b></span> Notable, areas in the medial orbitofrontal region and the anterior cingulate cortex, which are relevant for self-referential appraisal and aesthetic judgments, were found to be activated during the listening.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Individual models for the two musical medleys revealed that activations in several areas in the brain belonging to the auditory, limbic, and motor regions could be predicted. Notably, activations in the medial orbitofrontal region and the anterior cingulate cortex, relevant for self-referential appraisal and aesthetic judgments, could be predicted successfully. Cross-validation across musical stimuli and participant pools helped identify a region of the right superior temporal gyrus, encompassing the planum polare and the Heschl's gyrus, as the core structure that processed complex acoustic features of musical pieces from various genres, with or without lyrics.""><b>Finding B:</b></span> Notably, activations in the medial orbitofrontal region and the anterior cingulate cortex, relevant for self-referential appraisal and aesthetic judgments, could be predicted successfully."						3																
5e90a4514885633c5d0f97c3	test_question_testing_Finding B	<b>Finding A:</b> Magnesium potentially has many health benefits.<br><b>Finding B:</b> This is a test question, please select Finding B.				2																		
5e90a4514885633c5d0f97c3	Computer_Science_123	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Or, as the researchers write in the new paper, ""For the time being, there seems to be no easy way to design algorithms that would reconcile moral values and personal self-interest."" The results consistently showed that people will take a utilitarian approach to the ethics of autonomous vehicles, one emphasizing the sheer number of lives that could be saved. For instance, 76 percent of respondents believe it is more moral for an autonomous vehicle, should such a circumstance arise, to sacrifice one passenger rather than 10 pedestrians.""><b>Finding A:</b></span> The results consistently showed that people will take a utilitarian approach to the ethics of autonomous vehicles, one emphasizing the sheer number of lives that could be saved.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: For example, our scenarios did not feature any uncertainty about decision outcomes, but a collective discussion about moral algorithms will have to tackle the concepts of expected risk, expected value, and blame assignment. Such liability considerations will need to accompany existing discussions of regulation [21] , and we hope that psychological studies inspired by our own will be able to inform this discussion. Our datadriven approach highlights how the field of experimental ethics can give us key insights into the moral, cultural and legal standards that people expect from autonomous driving participants did not ex-press a comparable preference for buying utilitarian AVs, especially when they thought of family members riding in the car, and (c and d) they disapproved of regulations enforcing utilitarian algorithms for AVs, and indicated that they would be less likely to purchase an AV under such a regulation.""><b>Finding B:</b></span> Our datadriven approach highlights how the field of experimental ethics can give us key insights into the moral, cultural and legal standards that people expect from autonomous driving participants did not ex-press a comparable preference for buying utilitarian AVs, especially when they thought of family members riding in the car, and (c and d) they disapproved of regulations enforcing utilitarian algorithms for AVs, and indicated that they would be less likely to purchase an AV under such a regulation."					1																	
5e90a4514885633c5d0f97c3	Computer_Science_183	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: He sees it as confirmation of the idea that cognitive exercise produces physical changes in the brain. ""The initial findings could have been explained by a correlation, that people with big hippocampi become taxi drivers,"" he says. ""But it turns out it really was the training process that caused the growth in the brain.""><b>Finding A:</b></span> ""The initial findings could have been explained by a correlation, that people with big hippocampi become taxi drivers,"" he says.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: We have established that navigation expertise is associated with structural brain differences and behavioural consequences, both positive and negative. In particular, the correlations between time taxi driving and hippocampal grey matter volume suggest that experience drives the patterns observed. This longitudinal approach will also permit the examination of the characteristics of those who succeed at taxi driver training, and whether innate pre-training cognitive factors and/or hippocampal volume are predictive of subsequent successful qualification.""><b>Finding B:</b></span> In particular, the correlations between time taxi driving and hippocampal grey matter volume suggest that experience drives the patterns observed."					1																	
5e90a4514885633c5d0f97c3	Computer_Science_225	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: ""If everybody does that, then we would end up in a tragedy ... whereby the cars will not minimize casualties,"" Rahwan adds. Or, as the researchers write in the new paper, ""For the time being, there seems to be no easy way to design algorithms that would reconcile moral values and personal self-interest."" The results consistently showed that people will take a utilitarian approach to the ethics of autonomous vehicles, one emphasizing the sheer number of lives that could be saved.""><b>Finding A:</b></span> Or, as the researchers write in the new paper, ""For the time being, there seems to be no easy way to design algorithms that would reconcile moral values and personal self-interest.""<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Defining the algorithms that will help AVs make these moral decisions is a formidable challenge. We found that participants to six MTurk studies approved of utilitarian AVs (that sacrifice their passengers for the greater good), and would like others to buy them; but they would themselves prefer to ride in AVs that protect their passengers at all costs. They would disapprove of enforcing utilitarian AVs, and would be less willing to buy such a regulated AV.""><b>Finding B:</b></span> Defining the algorithms that will help AVs make these moral decisions is a formidable challenge."						3																
5e90a4514885633c5d0f97c3	Computer_Science_220	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Even at more informal business lunches, the majority of people thought writing a text message is rude -- 66 percent said writing or sending a text message is inappropriate. Men were nearly twice as likely as women to consider mobile phone use at a business lunch acceptable. More than 59 percent of men said it was okay to check text messages at a power lunch, compared to 34 percent of women who thought checking texts was appropriate.""><b>Finding A:</b></span> Men were nearly twice as likely as women to consider mobile phone use at a business lunch acceptable.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: This seems to indicate major generational differences. One of the more interesting findings was the major gender gap in perceived appropriateness of mobile phone actions. As far as checking text messages, sending text messages, and answering calls, men are nearly twice as accepting of these behaviors.""><b>Finding B:</b></span> One of the more interesting findings was the major gender gap in perceived appropriateness of mobile phone actions."				2																		
5e90a4514885633c5d0f97c3	Computer_Science_40	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Similarly, 50 percent of men said it was acceptable to answer a call at a power lunch, compared to 26 percent of women. Despite the casual reputation, professionals from the West Coast were less accepting of mobile phone use in meetings than people from the East Coast. Higher-income professionals had less tolerance for smartphone use in business meetings.""><b>Finding A:</b></span> Despite the casual reputation, professionals from the West Coast were less accepting of mobile phone use in meetings than people from the East Coast.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: In formal meetings, professionals in the West were least accepting of mobile phone use during meetings. In informal meetings, professionals in the Southwest were least accepting of mobile phone use. A possible explanation for more sensitivity to mobile phone use in the Southwest may be the emphasis on hospitality and manners.""><b>Finding B:</b></span> In informal meetings, professionals in the Southwest were least accepting of mobile phone use."					1																	
5e90a4514885633c5d0f97c3	Computer_Science_151	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Virtual Reality helped patients recall old memories by providing new stimuli difficult to achieve, due to ill health, or inaccessible within a secure environment. They found that people remember information better if it is presented to them in a virtual environment. ""This data is exciting in that it suggests that immersive environments could offer new pathways for improved outcomes in education and high-proficiency training,"" said Amitabh Varshney, Professor of Computer Science, in a survey published in the journal Virtual Reality.""><b>Finding A:</b></span> They found that people remember information better if it is presented to them in a virtual environment.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: We found that virtual memory palaces in HMD condition provide a superior memory recall ability compared to the desktop condition. We believe this is a first step in using virtual environments for creating more memorable experiences that enhance productivity through better recall of large amounts of information organized using the idea of virtual memory palaces. The technique of memory palaces provides a natural spatial mnemonic to assist in recall.""><b>Finding B:</b></span> We believe this is a first step in using virtual environments for creating more memorable experiences that enhance productivity through better recall of large amounts of information organized using the idea of virtual memory palaces."				2																		
5e90a4514885633c5d0f97c3	Computer_Science_tweet_50	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Mixed reality variations improve learning, over screen-only options. CMU researchers. ""><b>Finding A:</b></span> Mixed reality variations improve learning, over screen-only options. CMU researchers. <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: The overall results (including both the prediction and explanation items) indicated that there was a significant effect of media-type (F(1,91)=8.2, p<0.01, d=0.37). The overall improvement from pre to post was 11.3 % in the mixed-reality conditions and 2.4 % in the virtual conditions. Thus, the mixed-reality game improved learning by 4.8 times compared to the screen-only alternatives.""><b>Finding B:</b></span> The overall improvement from pre to post was 11.3 % in the mixed-reality conditions and 2.4 % in the virtual conditions."					1																	
5e90a4514885633c5d0f97c3	Computer_Science_414	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: People with higher levels of cognitive empathy, meanwhile, had more grey matter in the midcingulate cortex. The results ""provide validation for empathy being a multi-component construct, suggesting that affective and cognitive empathy are differentially represented in brain morphometry as well as providing convergent evidence for empathy being represented by different neural and structural correlates,"" the study states. This may provide some insight as to why rich people are historically averse to providing benefits to the poor.""><b>Finding A:</b></span> The results ""provide validation for empathy being a multi-component construct, suggesting that affective and cognitive empathy are differentially represented in brain morphometry as well as providing convergent evidence for empathy being represented by different neural and structural correlates,"" the study states.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: showed that the affective component of empathy was more associated with insula activity, whereas the cognitive component of empathy was more associated with the midcingulate cortex and adjacent dorsomedial prefrontal cortex (MCC/dmPFC). This highlights a consistent neural substrate for each component of empathy. Considering our aims, peak MNI coordinates for affective (i.e., insula) and cognitive .""><b>Finding B:</b></span> This highlights a consistent neural substrate for each component of empathy."					1																	
5e90a4514885633c5d0f97c3	Computer_Science_23	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: So, a drop in total baggage volume benefits not only the airlines that charge baggage fees but also those that do not. Southwest's improved departure time performance was not as significant as its rival airlines, which did charge for checked bags, and it appears to have hurt one of Southwest's historical competitive advantages in customer service. Southwest's ""bags fly free"" policy is likely not free based on lost opportunity cost, mostly because it could be offering more flights per day with increased boarding times due to charging for checked bags.""><b>Finding A:</b></span> Southwest's improved departure time performance was not as significant as its rival airlines, which did charge for checked bags, and it appears to have hurt one of Southwest's historical competitive advantages in customer service.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Our findings highlight factors, such as the effect of carry-on bags, that need to be incorporated in designing incentive schemes. Our research also sheds some light on the decisions made by a very operationally focused airline. When the other airlines started charging for one checked bag, Southwest Airlines' decision to not charge for bags went against their high operational service level strategy as their relative departure delay performance initially decreased.""><b>Finding B:</b></span> Our research also sheds some light on the decisions made by a very operationally focused airline."				2																		
5e90a4514885633c5d0f97c3	Computer_Science_tweet_299	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: #BigData and #networking to detect criminal organizations in mobile phone networks @username  #LogAnalysis ""><b>Finding A:</b></span> #BigData and #networking to detect criminal organizations in mobile phone networks @username  #LogAnalysis <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: It has to be repeated m times, so the worst computational cost is O(m 2 n), or O(n 3 ) for sparse graphs. Note that, although for large networks such high computational cost makes this solution often unfeasible, for criminal networks constituted (most often) by hundreds or at most thousands of nodes, this algorithm works well. The number of the edges to be deleted can be chosen interactively.""><b>Finding B:</b></span> Note that, although for large networks such high computational cost makes this solution often unfeasible, for criminal networks constituted (most often) by hundreds or at most thousands of nodes, this algorithm works well."						3																
5e90a4514885633c5d0f97c3	test_question_testing_Finding A	<b>Finding A:</b> Magnesium potentially has many health benefits.<br><b>Finding B:</b> This is a test question, please select Finding A.					1																	
652562351c24ca0af72c5708	Consent.html	Consent	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																			
652562351c24ca0af72c5708	Experience.html	Experience								3					4					4				
652562351c24ca0af72c5708	Generalization Examples.html	Generalization Examples							I carefully went over the examples and the instructions.:::Yes															
652562351c24ca0af72c5708	test_question_testing_Finding B	<b>Finding A:</b> Magnesium potentially has many health benefits.<br><b>Finding B:</b> This is a test question, please select Finding B.				2																		
652562351c24ca0af72c5708	Computer_Science_451	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: ""This technique will revolutionize the field of ad design,"" predicts author Min Ding. Their results show that different faces affect ad effectiveness substantially and people show substantial differences in their facial preferences across product categories. ""An 8% increase in effectiveness could produce a substantial gain for the $600 billion ad industry,"" says author Li Xiao.""><b>Finding A:</b></span> Their results show that different faces affect ad effectiveness substantially and people show substantial differences in their facial preferences across product categories.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: The substantial effect of different faces on advertising effectiveness indicates that ad agencies should be careful when selecting faces to appear in print advertisements. Ad agencies should also pay attention to possible heterogeneity in the preferences of the target audience and use different faces to target different customer segments. In addition, the methods used in the present study provide a new approach for professionals interested in conducting a quantitative study to assist in the screening and selection of print media spokespersons.""><b>Finding B:</b></span> Ad agencies should also pay attention to possible heterogeneity in the preferences of the target audience and use different faces to target different customer segments."					1																	
652562351c24ca0af72c5708	Computer_Science_tweet_32	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Read @username study in @username about big data stored in a drop of DNA: ""><b>Finding A:</b></span> Read @username study in @username about big data stored in a drop of DNA: <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: DNA is an attractive medium to store digital information. Finally, we explored the limit of our architecture in terms of bytes per molecule and obtained a perfect retrieval from a density of 215 petabytes per gram of DNA, orders of magnitude higher than previous reports. DNA is an excellent medium for data storage, owing to its demonstrated information density of petabytes of data per gram, high durability, and evolutionarily optimized machinery to faithfully replicate this information (1, 2).""><b>Finding B:</b></span> DNA is an attractive medium to store digital information."				2																		
652562351c24ca0af72c5708	Computer_Science_132	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Among their findings:

Three out of four people -- 76 percent -- said checking texts or emails was unacceptable behavior in business meetings. 87 percent of people said answering a call was rarely or never acceptable in business meetings. Even at more informal business lunches, the majority of people thought writing a text message is rude -- 66 percent said writing or sending a text message is inappropriate.""><b>Finding A:</b></span> 87 percent of people said answering a call was rarely or never acceptable in business meetings.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Interestingly, just 24% thought using a laptop in a meeting was not appropriate. Roughly 71% of the professionals said they would not make a call or take a call during a meeting. Approximately 63% said that they would not text message during meetings.""><b>Finding B:</b></span> Roughly 71% of the professionals said they would not make a call or take a call during a meeting."					1																	
652562351c24ca0af72c5708	Computer_Science_298	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Saying ""Excuse me"" to take a call didn't cut it: over 30 percent still found it to be rarely/never appropriate during informal/offsite lunch meetings. With a national sample of more than 550 full-time working professionals, the study reveals what business professionals perceive as acceptable, courteous or rude use of mobile phones in the workplace. The researchers first identified the most common grievances people had about smartphone use among their colleagues, including browsing the Internet and checking text messages.""><b>Finding A:</b></span> With a national sample of more than 550 full-time working professionals, the study reveals what business professionals perceive as acceptable, courteous or rude use of mobile phones in the workplace.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Table 3 shows the perceived appropriateness of these various mobile phone behaviors during formal meetings at the workplace. More than three quarters of respondents considered making or answering a call (87.1%), writing and sending texts or emails (84.0%), checking texts or emails (76.0%), and browsing the Internet (75.7%) as rarely or never acceptable in formal meetings. More than half of the respondents stated the remaining four actions were rarely or never acceptable.""><b>Finding B:</b></span> More than three quarters of respondents considered making or answering a call (87.1%), writing and sending texts or emails (84.0%), checking texts or emails (76.0%), and browsing the Internet (75.7%) as rarely or never acceptable in formal meetings."						3																
652562351c24ca0af72c5708	Computer_Science_tweet_12	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Machine learning improves refugee integration ""><b>Finding A:</b></span> Machine learning improves refugee integration <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Finally, the expected employment returns associated with personal characteristics can vary across different resettlement locations (Fig. This indicates that there are synergies between places and people; certain characteristics will make a refugee a better match for a particular location. In Switzerland, for example, we find that the ability to speak French (i.e., among French-speaking African refugees) results in a larger payoff for refugees assigned to Frenchspeaking cantons than for those assigned to German-speaking cantons ( fig.""><b>Finding B:</b></span> This indicates that there are synergies between places and people; certain characteristics will make a refugee a better match for a particular location."					1																	
652562351c24ca0af72c5708	Computer_Science_121	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: This was reflected in the research results: 40 percent of the participants scored at least 10 percent higher in recall ability using VR over the desktop display. ""This leads to the possibility that a spatial virtual memory palace -- experienced in an immersive virtual environment -- could enhance learning and recall by leveraging a person's overall sense of body position, movement and acceleration,"" Plaisant says. The UMD team believes this study will lay the groundwork for other scientific inquiry on the value of VR and AR for education.""><b>Finding A:</b></span> ""This leads to the possibility that a spatial virtual memory palace -- experienced in an immersive virtual environment -- could enhance learning and recall by leveraging a person's overall sense of body position, movement and acceleration,"" Plaisant says.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: If memory recall could be enhanced through immersively experiencing the environment in which the information was learned, it would suggest that virtual environments could serve as a valuable tool for various facets of retrospective cognizance, including retention and recall. Our study provides a tantalizing glimpse into what may lie ahead in virtual-environment-based tools to enhance human memory. The next steps will be to identify and characterize what elements of virtual memory palaces are most effective in eliciting a superior information recall.""><b>Finding B:</b></span> Our study provides a tantalizing glimpse into what may lie ahead in virtual-environment-based tools to enhance human memory."				2																		
